ID_point,ID_seg,ID_road,ID_road_seg,ID_road_seg_point,long,lat,osm_ID,class,road_importance,color
1,1,1,1_1,1_1_1,34.8013374,-2.4277533,30804328,NA,minor_road,red
2,1,1,1_1,1_1_2,34.800748,-2.427579,30804328,NA,minor_road,red
3,1,1,1_1,1_1_3,34.800408,-2.427055,30804328,NA,minor_road,red
4,1,1,1_1,1_1_4,34.799537,-2.425768,30804328,NA,minor_road,red
5,1,1,1_1,1_1_5,34.799274,-2.424433,30804328,NA,minor_road,red
6,1,1,1_1,1_1_6,34.798941,-2.423548,30804328,NA,minor_road,red
7,1,1,1_1,1_1_7,34.798867,-2.423093,30804328,NA,minor_road,red
8,1,1,1_1,1_1_8,34.798523,-2.422309,30804328,NA,minor_road,red
9,1,1,1_1,1_1_9,34.798411,-2.421834,30804328,NA,minor_road,red
10,1,1,1_1,1_1_10,34.797231,-2.419909,30804328,NA,minor_road,red
11,1,1,1_1,1_1_11,34.796032,-2.418365,30804328,NA,minor_road,red
12,1,1,1_1,1_1_12,34.795387,-2.4170523892797116,30804328,NA,minor_road,red
13,1,1,1_1,1_1_13,34.795236,-2.416891,30804328,NA,minor_road,red
14,1,1,1_1,1_1_14,34.794902,-2.415775,30804328,NA,minor_road,red
15,1,1,1_1,1_1_15,34.794882,-2.414562,30804328,NA,minor_road,red
16,1,1,1_1,1_1_16,34.793145,-2.411758,30804328,NA,minor_road,red
17,1,1,1_1,1_1_17,34.792491,-2.410795,30804328,NA,minor_road,red
18,1,1,1_1,1_1_18,34.792074,-2.409504,30804328,NA,minor_road,red
19,1,1,1_1,1_1_19,34.791568,-2.408468,30804328,NA,minor_road,red
20,1,1,1_1,1_1_20,34.79135502788099,-2.408229278709541,30804328,NA,minor_road,red
1,2,1,1_2,1_2_1,34.79135502788099,-2.408229278709541,30804328,NA,minor_road,black
2,2,1,1_2,1_2_2,34.790683,-2.407476,30804328,NA,minor_road,black
3,2,1,1_2,1_2_3,34.790001,-2.406885,30804328,NA,minor_road,black
4,2,1,1_2,1_2_4,34.788658,-2.406161,30804328,NA,minor_road,black
5,2,1,1_2,1_2_5,34.787155,-2.405519,30804328,NA,minor_road,black
6,2,1,1_2,1_2_6,34.786658,-2.405445,30804328,NA,minor_road,black
7,2,1,1_2,1_2_7,34.786424,-2.405343,30804328,NA,minor_road,black
8,2,1,1_2,1_2_8,34.785693,-2.404626,30804328,NA,minor_road,black
9,2,1,1_2,1_2_9,34.785415,-2.404385,30804328,NA,minor_road,black
10,2,1,1_2,1_2_10,34.784787,-2.403587,30804328,NA,minor_road,black
11,2,1,1_2,1_2_11,34.784205,-2.40318,30804328,NA,minor_road,black
12,2,1,1_2,1_2_12,34.783795,-2.403023,30804328,NA,minor_road,black
13,2,1,1_2,1_2_13,34.782794,-2.402455,30804328,NA,minor_road,black
14,2,1,1_2,1_2_14,34.782367,-2.401901,30804328,NA,minor_road,black
15,2,1,1_2,1_2_15,34.781825,-2.401289,30804328,NA,minor_road,black
16,2,1,1_2,1_2_16,34.781213,-2.400691,30804328,NA,minor_road,black
17,2,1,1_2,1_2_17,34.779158,-2.398029,30804328,NA,minor_road,black
18,2,1,1_2,1_2_18,34.778548,-2.397278,30804328,NA,minor_road,black
19,2,1,1_2,1_2_19,34.778027,-2.396418,30804328,NA,minor_road,black
20,2,1,1_2,1_2_20,34.776963,-2.395189,30804328,NA,minor_road,black
21,2,1,1_2,1_2_21,34.776307,-2.394525,30804328,NA,minor_road,black
22,2,1,1_2,1_2_22,34.775891,-2.393999,30804328,NA,minor_road,black
23,2,1,1_2,1_2_23,34.77566,-2.393771,30804328,NA,minor_road,black
24,2,1,1_2,1_2_24,34.775314145295916,-2.3931958493595125,30804328,NA,minor_road,black
1,3,1,1_3,1_3_1,34.775314145295916,-2.3931958493595125,30804328,NA,minor_road,red
2,3,1,1_3,1_3_2,34.775298,-2.393169,30804328,NA,minor_road,red
3,3,1,1_3,1_3_3,34.775173,-2.392814,30804328,NA,minor_road,red
4,3,1,1_3,1_3_4,34.774789,-2.392286,30804328,NA,minor_road,red
5,3,1,1_3,1_3_5,34.774471,-2.391935,30804328,NA,minor_road,red
6,3,1,1_3,1_3_6,34.773683,-2.391186,30804328,NA,minor_road,red
7,3,1,1_3,1_3_7,34.773353,-2.390841,30804328,NA,minor_road,red
8,3,1,1_3,1_3_8,34.772532,-2.39016,30804328,NA,minor_road,red
9,3,1,1_3,1_3_9,34.77218,-2.389931,30804328,NA,minor_road,red
10,3,1,1_3,1_3_10,34.771663,-2.389439,30804328,NA,minor_road,red
11,3,1,1_3,1_3_11,34.770811,-2.388777,30804328,NA,minor_road,red
12,3,1,1_3,1_3_12,34.769682,-2.38803,30804328,NA,minor_road,red
13,3,1,1_3,1_3_13,34.769146,-2.387568,30804328,NA,minor_road,red
14,3,1,1_3,1_3_14,34.768953,-2.387271,30804328,NA,minor_road,red
15,3,1,1_3,1_3_15,34.768702,-2.386648,30804328,NA,minor_road,red
16,3,1,1_3,1_3_16,34.768479,-2.38613,30804328,NA,minor_road,red
17,3,1,1_3,1_3_17,34.768269,-2.385813,30804328,NA,minor_road,red
18,3,1,1_3,1_3_18,34.768077,-2.385382,30804328,NA,minor_road,red
19,3,1,1_3,1_3_19,34.76776,-2.384864,30804328,NA,minor_road,red
20,3,1,1_3,1_3_20,34.767535,-2.384603,30804328,NA,minor_road,red
21,3,1,1_3,1_3_21,34.767353,-2.384327,30804328,NA,minor_road,red
22,3,1,1_3,1_3_22,34.767021,-2.384019,30804328,NA,minor_road,red
23,3,1,1_3,1_3_23,34.766582,-2.383322,30804328,NA,minor_road,red
24,3,1,1_3,1_3_24,34.766368,-2.383164,30804328,NA,minor_road,red
25,3,1,1_3,1_3_25,34.765354,-2.38272,30804328,NA,minor_road,red
26,3,1,1_3,1_3_26,34.765354,-2.3822429522107815,30804328,NA,minor_road,red
27,3,1,1_3,1_3_27,34.764379,-2.381917,30804328,NA,minor_road,red
28,3,1,1_3,1_3_28,34.764064,-2.381315,30804328,NA,minor_road,red
29,3,1,1_3,1_3_29,34.763629,-2.380734,30804328,NA,minor_road,red
30,3,1,1_3,1_3_30,34.763296,-2.380295,30804328,NA,minor_road,red
31,3,1,1_3,1_3_31,34.762667,-2.379676,30804328,NA,minor_road,red
32,3,1,1_3,1_3_32,34.762094,-2.379192,30804328,NA,minor_road,red
33,3,1,1_3,1_3_33,34.761217,-2.378814,30804328,NA,minor_road,red
34,3,1,1_3,1_3_34,34.760903,-2.378617,30804328,NA,minor_road,red
35,3,1,1_3,1_3_35,34.7602,-2.378386,30804328,NA,minor_road,red
36,3,1,1_3,1_3_36,34.759714484669026,-2.3782743086797282,30804328,NA,minor_road,red
1,4,1,1_4,1_4_1,34.759714484669026,-2.3782743086797282,30804328,NA,minor_road,black
2,4,1,1_4,1_4_2,34.759135,-2.378141,30804328,NA,minor_road,black
3,4,1,1_4,1_4_3,34.75906235218365,-2.3781317443297985,30804328,NA,minor_road,black
1,1,2,2_1,2_1_1,34.7998735,-2.4292962,30804328,unclassified,minor_road,red
2,1,2,2_1,2_1_2,34.7997635,-2.4291249,30804328,unclassified,minor_road,red
3,1,2,2_1,2_1_3,34.7995006,-2.4288248,30804328,unclassified,minor_road,red
4,1,2,2_1,2_1_4,34.7991362,-2.4285149,30804328,unclassified,minor_road,red
5,1,2,2_1,2_1_5,34.7987341,-2.4284154,30804328,unclassified,minor_road,red
6,1,2,2_1,2_1_6,34.7979879,-2.4285564,30804328,unclassified,minor_road,red
7,1,2,2_1,2_1_7,34.7971925,-2.4286799,30804328,unclassified,minor_road,red
8,1,2,2_1,2_1_8,34.7959749,-2.4285443,30804328,unclassified,minor_road,red
9,1,2,2_1,2_1_9,34.7931645,-2.427619,30804328,unclassified,minor_road,red
10,1,2,2_1,2_1_10,34.7920548,-2.427256,30804328,unclassified,minor_road,red
11,1,2,2_1,2_1_11,34.7903981,-2.4271244,30804328,unclassified,minor_road,red
12,1,2,2_1,2_1_12,34.7895698,-2.4270356,30804328,unclassified,minor_road,red
13,1,2,2_1,2_1_13,34.7860753,-2.4266611,30804328,unclassified,minor_road,red
14,1,2,2_1,2_1_14,34.7827854,-2.4261129,30804328,unclassified,minor_road,red
15,1,2,2_1,2_1_15,34.7800154,-2.4252172,30804328,unclassified,minor_road,red
16,1,2,2_1,2_1_16,34.77828524406942,-2.4247056211353004,30804328,unclassified,minor_road,red
1,2,2,2_2,2_2_1,34.77828524406942,-2.4247056211353004,30804328,unclassified,minor_road,black
2,2,2,2_2,2_2_2,34.7764545,-2.4241643,30804328,unclassified,minor_road,black
3,2,2,2_2,2_2_3,34.7738118,-2.4227763,30804328,unclassified,minor_road,black
4,2,2,2_2,2_2_4,34.7691411,-2.4212766,30804328,unclassified,minor_road,black
5,2,2,2_2,2_2_5,34.7659395,-2.4203114,30804328,unclassified,minor_road,black
6,2,2,2_2,2_2_6,34.7652209,-2.4202476,30804328,unclassified,minor_road,black
7,2,2,2_2,2_2_7,34.7645263,-2.4200003,30804328,unclassified,minor_road,black
8,2,2,2_2,2_2_8,34.7641378,-2.4196653,30804328,unclassified,minor_road,black
9,2,2,2_2,2_2_9,34.7632251,-2.4191388,30804328,unclassified,minor_road,black
10,2,2,2_2,2_2_10,34.7621712,-2.4188516,30804328,unclassified,minor_road,black
11,2,2,2_2,2_2_11,34.7611173,-2.4185923,30804328,unclassified,minor_road,black
12,2,2,2_2,2_2_12,34.7598638,-2.4180339,30804328,unclassified,minor_road,black
13,2,2,2_2,2_2_13,34.7595763,-2.4177587,30804328,unclassified,minor_road,black
14,2,2,2_2,2_2_14,34.7591971,-2.4177308,30804328,unclassified,minor_road,black
15,2,2,2_2,2_2_15,34.7583588,-2.4177667,30804328,unclassified,minor_road,black
16,2,2,2_2,2_2_16,34.75739200284671,-2.417172283965486,30804328,unclassified,minor_road,black
1,3,2,2_3,2_3_1,34.75739200284671,-2.417172283965486,30804328,unclassified,minor_road,red
2,3,2,2_3,2_3_2,34.7569576,-2.4169052,30804328,unclassified,minor_road,red
3,3,2,2_3,2_3_3,34.7557719,-2.4163269,30804328,unclassified,minor_road,red
4,3,2,2_3,2_3_4,34.7551261,-2.4162896,30804328,unclassified,minor_road,red
5,3,2,2_3,2_3_5,34.7542587,-2.4159826,30804328,unclassified,minor_road,red
6,3,2,2_3,2_3_6,34.7531296,-2.4157401,30804328,unclassified,minor_road,red
7,3,2,2_3,2_3_7,34.7521981,-2.4157965,30804328,unclassified,minor_road,red
8,3,2,2_3,2_3_8,34.7513399,-2.415255,30804328,unclassified,minor_road,red
9,3,2,2_3,2_3_9,34.7509165,-2.4147473,30804328,unclassified,minor_road,red
10,3,2,2_3,2_3_10,34.749889,-2.4140818,30804328,unclassified,minor_road,red
11,3,2,2_3,2_3_11,34.7498615,-2.4140828,30804328,unclassified,minor_road,red
12,3,2,2_3,2_3_12,34.7480294,-2.4141502,30804328,unclassified,minor_road,red
13,3,2,2_3,2_3_13,34.7471711,-2.4138769,30804328,unclassified,minor_road,red
14,3,2,2_3,2_3_14,34.746522,-2.4139358,30804328,unclassified,minor_road,red
15,3,2,2_3,2_3_15,34.7455137,-2.4133372,30804328,unclassified,minor_road,red
16,3,2,2_3,2_3_16,34.7443789,-2.412367,30804328,unclassified,minor_road,red
17,3,2,2_3,2_3_17,34.7427756,-2.4114476,30804328,unclassified,minor_road,red
18,3,2,2_3,2_3_18,34.7415505,-2.4097554,30804328,unclassified,minor_road,red
19,3,2,2_3,2_3_19,34.7410537,-2.4079166,30804328,unclassified,minor_road,red
20,3,2,2_3,2_3_20,34.740619,-2.4069126,30804328,unclassified,minor_road,red
21,3,2,2_3,2_3_21,34.739835770031824,-2.4061809917136925,30804328,unclassified,minor_road,red
1,4,2,2_4,2_4_1,34.739835770031824,-2.4061809917136925,30804328,unclassified,minor_road,black
2,4,2,2_4,2_4_2,34.7394052,-2.4057788,30804328,unclassified,minor_road,black
3,4,2,2_4,2_4_3,34.7378188,-2.4042276,30804328,unclassified,minor_road,black
4,4,2,2_4,2_4_4,34.7371272,-2.4038272,30804328,unclassified,minor_road,black
5,4,2,2_4,2_4_5,34.7367348,-2.4038159,30804328,unclassified,minor_road,black
6,4,2,2_4,2_4_6,34.7365281,-2.4037364,30804328,unclassified,minor_road,black
7,4,2,2_4,2_4_7,34.7362169,-2.4034148,30804328,unclassified,minor_road,black
8,4,2,2_4,2_4_8,34.7359004,-2.4030771,30804328,unclassified,minor_road,black
9,4,2,2_4,2_4_9,34.7355357,-2.402777,30804328,unclassified,minor_road,black
10,4,2,2_4,2_4_10,34.735246,-2.4023964,30804328,unclassified,minor_road,black
11,4,2,2_4,2_4_11,34.7348651,-2.401898,30804328,unclassified,minor_road,black
12,4,2,2_4,2_4_12,34.7345647,-2.4016032,30804328,unclassified,minor_road,black
13,4,2,2_4,2_4_13,34.7343287,-2.4014424,30804328,unclassified,minor_road,black
14,4,2,2_4,2_4_14,34.7341141,-2.4010887,30804328,unclassified,minor_road,black
15,4,2,2_4,2_4_15,34.7337171,-2.4008368,30804328,unclassified,minor_road,black
16,4,2,2_4,2_4_16,34.7334328,-2.4005741,30804328,unclassified,minor_road,black
17,4,2,2_4,2_4_17,34.733127,-2.4002043,30804328,unclassified,minor_road,black
18,4,2,2_4,2_4_18,34.732773,-2.3998345,30804328,unclassified,minor_road,black
19,4,2,2_4,2_4_19,34.7324565,-2.3996308,30804328,unclassified,minor_road,black
20,4,2,2_4,2_4_20,34.7322419,-2.3993896,30804328,unclassified,minor_road,black
21,4,2,2_4,2_4_21,34.7320971,-2.3991324,30804328,unclassified,minor_road,black
22,4,2,2_4,2_4_22,34.7316786,-2.3989073,30804328,unclassified,minor_road,black
23,4,2,2_4,2_4_23,34.7312602,-2.3986714,30804328,unclassified,minor_road,black
24,4,2,2_4,2_4_24,34.7309813,-2.3985696,30804328,unclassified,minor_road,black
25,4,2,2_4,2_4_25,34.7305038,-2.3985535,30804328,unclassified,minor_road,black
26,4,2,2_4,2_4_26,34.73008,-2.3981087,30804328,unclassified,minor_road,black
27,4,2,2_4,2_4_27,34.7296616,-2.3977549,30804328,unclassified,minor_road,black
28,4,2,2_4,2_4_28,34.7293827,-2.3972672,30804328,unclassified,minor_road,black
29,4,2,2_4,2_4_29,34.7292217,-2.3968277,30804328,unclassified,minor_road,black
30,4,2,2_4,2_4_30,34.7287926,-2.3963882,30804328,unclassified,minor_road,black
31,4,2,2_4,2_4_31,34.7285512,-2.3961363,30804328,unclassified,minor_road,black
32,4,2,2_4,2_4_32,34.7283366,-2.395804,30804328,unclassified,minor_road,black
33,4,2,2_4,2_4_33,34.7280469,-2.3954449,30804328,unclassified,minor_road,black
34,4,2,2_4,2_4_34,34.7276446,-2.3953216,30804328,unclassified,minor_road,black
35,4,2,2_4,2_4_35,34.7273871,-2.3952626,30804328,unclassified,minor_road,black
36,4,2,2_4,2_4_36,34.7271082,-2.3949035,30804328,unclassified,minor_road,black
37,4,2,2_4,2_4_37,34.7269579,-2.3944158,30804328,unclassified,minor_road,black
38,4,2,2_4,2_4_38,34.7268077,-2.3940781,30804328,unclassified,minor_road,black
39,4,2,2_4,2_4_39,34.7266361,-2.3938102,30804328,unclassified,minor_road,black
40,4,2,2_4,2_4_40,34.7264912,-2.3934243,30804328,unclassified,minor_road,black
41,4,2,2_4,2_4_41,34.7265449,-2.393167,30804328,unclassified,minor_road,black
42,4,2,2_4,2_4_42,34.7265342,-2.3928829,30804328,unclassified,minor_road,black
43,4,2,2_4,2_4_43,34.7263035,-2.3923094,30804328,unclassified,minor_road,black
44,4,2,2_4,2_4_44,34.7260889,-2.3917627,30804328,unclassified,minor_road,black
45,4,2,2_4,2_4_45,34.7259119,-2.3914304,30804328,unclassified,minor_road,black
46,4,2,2_4,2_4_46,34.7257295,-2.3909695,30804328,unclassified,minor_road,black
47,4,2,2_4,2_4_47,34.7254935,-2.3906211,30804328,unclassified,minor_road,black
48,4,2,2_4,2_4_48,34.725341601331415,-2.3904098896299293,30804328,unclassified,minor_road,black
1,5,2,2_5,2_5_1,34.725341601331415,-2.3904098896299293,30804328,unclassified,minor_road,red
2,5,2,2_5,2_5_2,34.7249731,-2.3898975,30804328,unclassified,minor_road,red
3,5,2,2_5,2_5_3,34.7246566,-2.3894688,30804328,unclassified,minor_road,red
4,5,2,2_5,2_5_4,34.724442,-2.3891472,30804328,unclassified,minor_road,red
5,5,2,2_5,2_5_5,34.7241845,-2.3889542,30804328,unclassified,minor_road,red
6,5,2,2_5,2_5_6,34.723852,-2.3886541,30804328,unclassified,minor_road,red
7,5,2,2_5,2_5_7,34.7237339,-2.3884772,30804328,unclassified,minor_road,red
8,5,2,2_5,2_5_8,34.723396,-2.3882414,30804328,unclassified,minor_road,red
9,5,2,2_5,2_5_9,34.7231868,-2.3879627,30804328,unclassified,minor_road,red
10,5,2,2_5,2_5_10,34.7231653,-2.3876304,30804328,unclassified,minor_road,red
11,5,2,2_5,2_5_11,34.723117,-2.3873088,30804328,unclassified,minor_road,red
12,5,2,2_5,2_5_12,34.7230366,-2.3869818,30804328,unclassified,minor_road,red
13,5,2,2_5,2_5_13,34.7227522,-2.3863655,30804328,unclassified,minor_road,red
14,5,2,2_5,2_5_14,34.7227093,-2.385733,30804328,unclassified,minor_road,red
15,5,2,2_5,2_5_15,34.7226986,-2.3854114,30804328,unclassified,minor_road,red
16,5,2,2_5,2_5_16,34.7227308,-2.3849451,30804328,unclassified,minor_road,red
17,5,2,2_5,2_5_17,34.7226289,-2.3845967,30804328,unclassified,minor_road,red
18,5,2,2_5,2_5_18,34.7223499,-2.3841787,30804328,unclassified,minor_road,red
19,5,2,2_5,2_5_19,34.7220924,-2.38405,30804328,unclassified,minor_road,red
20,5,2,2_5,2_5_20,34.7217384,-2.3838678,30804328,unclassified,minor_road,red
21,5,2,2_5,2_5_21,34.7215453,-2.3836802,30804328,unclassified,minor_road,red
22,5,2,2_5,2_5_22,34.721379,-2.3834712,30804328,unclassified,minor_road,red
23,5,2,2_5,2_5_23,34.7212126,-2.3832354,30804328,unclassified,minor_road,red
24,5,2,2_5,2_5_24,34.7212019,-2.3831658,30804328,unclassified,minor_road,red
25,5,2,2_5,2_5_25,34.7209712,-2.3828924,30804328,unclassified,minor_road,red
26,5,2,2_5,2_5_26,34.7208747,-2.3826994,30804328,unclassified,minor_road,red
27,5,2,2_5,2_5_27,34.7207406,-2.3823886,30804328,unclassified,minor_road,red
28,5,2,2_5,2_5_28,34.7206279,-2.3822974,30804328,unclassified,minor_road,red
29,5,2,2_5,2_5_29,34.7205367,-2.3821689,30804328,unclassified,minor_road,red
30,5,2,2_5,2_5_30,34.7204072,-2.3819078,30804328,unclassified,minor_road,red
31,5,2,2_5,2_5_31,34.7203052,-2.3815272,30804328,unclassified,minor_road,red
32,5,2,2_5,2_5_32,34.7202095,-2.381295,30804328,unclassified,minor_road,red
33,5,2,2_5,2_5_33,34.7199565,-2.3810984,30804328,unclassified,minor_road,red
34,5,2,2_5,2_5_34,34.7196454,-2.3809162,30804328,unclassified,minor_road,red
35,5,2,2_5,2_5_35,34.7194365,-2.380722,30804328,unclassified,minor_road,red
1,1,3,3_1,3_1_1,35.062425,-2.7053346,30804328,track,minor_road,red
2,1,3,3_1,3_1_2,35.0628969,-2.7055411,30804328,track,minor_road,red
3,1,3,3_1,3_1_3,35.0631159,-2.7057384,30804328,track,minor_road,red
4,1,3,3_1,3_1_4,35.0643442,-2.7069387,30804328,track,minor_road,red
5,1,3,3_1,3_1_5,35.0644723,-2.7071094000000002,30804328,track,minor_road,red
6,1,3,3_1,3_1_6,35.06572,-2.7078001,30804328,track,minor_road,red
7,1,3,3_1,3_1_7,35.0683067,-2.7098672,30804328,track,minor_road,red
8,1,3,3_1,3_1_8,35.069575,-2.710734,30804328,track,minor_road,red
9,1,3,3_1,3_1_9,35.0714024,-2.7125093,30804328,track,minor_road,red
10,1,3,3_1,3_1_10,35.0731046,-2.7140179,30804328,track,minor_road,red
11,1,3,3_1,3_1_11,35.0733123,-2.7143487,30804328,track,minor_road,red
12,1,3,3_1,3_1_12,35.0732956,-2.7151905,30804328,track,minor_road,red
13,1,3,3_1,3_1_13,35.072987,-2.7173111,30804328,track,minor_road,red
14,1,3,3_1,3_1_14,35.0725151,-2.7186311,30804328,track,minor_road,red
15,1,3,3_1,3_1_15,35.0725058,-2.7190165,30804328,track,minor_road,red
16,1,3,3_1,3_1_16,35.0723184,-2.7198352,30804328,track,minor_road,red
1,1,4,4_1,4_1_1,34.9468794,-2.7259702,30804328,track,minor_road,red
2,1,4,4_1,4_1_2,34.9475036,-2.7262043,30804328,track,minor_road,red
3,1,4,4_1,4_1_3,34.9481315,-2.7264292,30804328,track,minor_road,red
4,1,4,4_1,4_1_4,34.9495096,-2.726904,30804328,track,minor_road,red
5,1,4,4_1,4_1_5,34.950424,-2.7271878,30804328,track,minor_road,red
6,1,4,4_1,4_1_6,34.9516006,-2.7270628,30804328,track,minor_road,red
7,1,4,4_1,4_1_7,34.9521429,-2.7269044,30804328,track,minor_road,red
8,1,4,4_1,4_1_8,34.953453,-2.7267294,30804328,track,minor_road,red
9,1,4,4_1,4_1_9,34.9539369,-2.7267294,30804328,track,minor_road,red
10,1,4,4_1,4_1_10,34.9543325,-2.7268975,30804328,track,minor_road,red
11,1,4,4_1,4_1_11,34.954579,-2.7266995,30804328,track,minor_road,red
1,1,5,5_1,5_1_1,35.1005334,-2.7502492,30804328,track,minor_road,red
2,1,5,5_1,5_1_2,35.0996989,-2.751304,30804328,track,minor_road,red
3,1,5,5_1,5_1_3,35.0986038,-2.7508092,30804328,track,minor_road,red
4,1,5,5_1,5_1_4,35.095124,-2.7504629,30804328,track,minor_road,red
5,1,5,5_1,5_1_5,35.0944317,-2.7493506,30804328,track,minor_road,red
6,1,5,5_1,5_1_6,35.0923485,-2.7482294,30804328,track,minor_road,red
7,1,5,5_1,5_1_7,35.0919154,-2.7479963,30804328,track,minor_road,red
8,1,5,5_1,5_1_8,35.0875999,-2.7442717,30804328,track,minor_road,red
9,1,5,5_1,5_1_9,35.0823457,-2.7411593,30804328,track,minor_road,red
10,1,5,5_1,5_1_10,35.08194022674321,-2.740958887123129,30804328,track,minor_road,red
1,2,5,5_2,5_2_1,35.08194022674321,-2.740958887123129,30804328,track,minor_road,black
2,2,5,5_2,5_2_2,35.0795015,-2.7397535,30804328,track,minor_road,black
3,2,5,5_2,5_2_3,35.0752434,-2.7368311,30804328,track,minor_road,black
4,2,5,5_2,5_2_4,35.0746287,-2.7364092,30804328,track,minor_road,black
1,1,6,6_1,6_1_1,35.0733123,-2.7143487,30804328,track,minor_road,red
2,1,6,6_1,6_1_2,35.0742978,-2.7137179,30804328,track,minor_road,red
3,1,6,6_1,6_1_3,35.0751906,-2.7131511,30804328,track,minor_road,red
4,1,6,6_1,6_1_4,35.0758248,-2.7129427,30804328,track,minor_road,red
5,1,6,6_1,6_1_5,35.0771014,-2.7122009,30804328,track,minor_road,red
6,1,6,6_1,6_1_6,35.0786952,-2.7109841,30804328,track,minor_road,red
7,1,6,6_1,6_1_7,35.080631,-2.7095421,30804328,track,minor_road,red
8,1,6,6_1,6_1_8,35.0810816,-2.7091254,30804328,track,minor_road,red
9,1,6,6_1,6_1_9,35.0812735,-2.7082669,30804328,track,minor_road,red
10,1,6,6_1,6_1_10,35.0818409,-2.7078418,30804328,track,minor_road,red
11,1,6,6_1,6_1_11,35.0819327,-2.7073251,30804328,track,minor_road,red
12,1,6,6_1,6_1_12,35.0819327,-2.706725,30804328,track,minor_road,red
13,1,6,6_1,6_1_13,35.0822458,-2.7058979,30804328,track,minor_road,red
14,1,6,6_1,6_1_14,35.0819329,-2.7042414,30804328,track,minor_road,red
15,1,6,6_1,6_1_15,35.0818286,-2.7019285,30804328,track,minor_road,red
16,1,6,6_1,6_1_16,35.0816721,-2.7007095,30804328,track,minor_road,red
17,1,6,6_1,6_1_17,35.0817451,-2.6998031,30804328,track,minor_road,red
18,1,6,6_1,6_1_18,35.0815678,-2.6976047,30804328,track,minor_road,red
19,1,6,6_1,6_1_19,35.0815523,-2.6974237,30804328,track,minor_road,red
20,1,6,6_1,6_1_20,35.08147199269338,-2.6964849726996345,30804328,track,minor_road,red
1,2,6,6_2,6_2_1,35.08147199269338,-2.6964849726996345,30804328,track,minor_road,black
2,2,6,6_2,6_2_2,35.0814635,-2.6963857,30804328,track,minor_road,black
3,2,6,6_2,6_2_3,35.0811402,-2.6960523,30804328,track,minor_road,black
4,2,6,6_2,6_2_4,35.080577,-2.6959586,30804328,track,minor_road,black
5,2,6,6_2,6_2_5,35.0801695,-2.6961247,30804328,track,minor_road,black
6,2,6,6_2,6_2_6,35.0800659,-2.6961669,30804328,track,minor_road,black
7,2,6,6_2,6_2_7,35.0793983,-2.6967087,30804328,track,minor_road,black
8,2,6,6_2,6_2_8,35.0790972,-2.6967889,30804328,track,minor_road,black
9,2,6,6_2,6_2_9,35.0781467,-2.6970421,30804328,track,minor_road,black
10,2,6,6_2,6_2_10,35.0772393,-2.6971359,30804328,track,minor_road,black
11,2,6,6_2,6_2_11,35.0737973,-2.698084,30804328,track,minor_road,black
12,2,6,6_2,6_2_12,35.0699799,-2.6991884,30804328,track,minor_road,black
13,2,6,6_2,6_2_13,35.0690516,-2.700001,30804328,track,minor_road,black
14,2,6,6_2,6_2_14,35.0666109,-2.7005115,30804328,track,minor_road,black
15,2,6,6_2,6_2_15,35.0659955,-2.7006365,30804328,track,minor_road,black
16,2,6,6_2,6_2_16,35.0653697,-2.7005532,30804328,track,minor_road,black
17,2,6,6_2,6_2_17,35.0647022,-2.7009178,30804328,track,minor_road,black
18,2,6,6_2,6_2_18,35.0644784,-2.7012085,30804328,track,minor_road,black
19,2,6,6_2,6_2_19,35.0638419,-2.7026082,30804328,track,minor_road,black
20,2,6,6_2,6_2_20,35.0638803,-2.7031587,30804328,track,minor_road,black
21,2,6,6_2,6_2_21,35.0640128,-2.7038457,30804328,track,minor_road,black
22,2,6,6_2,6_2_22,35.0637351,-2.7043408,30804328,track,minor_road,black
23,2,6,6_2,6_2_23,35.06316641851597,-2.7047524679483264,30804328,track,minor_road,black
1,3,6,6_3,6_3_1,35.06316641851597,-2.7047524679483264,30804328,track,minor_road,red
2,3,6,6_3,6_3_2,35.0630857,-2.7048109,30804328,track,minor_road,red
3,3,6,6_3,6_3_3,35.0627833,-2.7052381,30804328,track,minor_road,red
4,3,6,6_3,6_3_4,35.062425,-2.7053346,30804328,track,minor_road,red
5,3,6,6_3,6_3_5,35.0621262,-2.7054152,30804328,track,minor_road,red
6,3,6,6_3,6_3_6,35.0616151,-2.7059048,30804328,track,minor_road,red
7,3,6,6_3,6_3_7,35.0606034,-2.7058944,30804328,track,minor_road,red
8,3,6,6_3,6_3_8,35.0577768,-2.7059674,30804328,track,minor_road,red
9,3,6,6_3,6_3_9,35.0574743,-2.7058528,30804328,track,minor_road,red
10,3,6,6_3,6_3_10,35.0566607,-2.7059778,30804328,track,minor_road,red
11,3,6,6_3,6_3_11,35.0555134,-2.7058528,30804328,track,minor_road,red
12,3,6,6_3,6_3_12,35.0541366,-2.7059674,30804328,track,minor_road,red
13,3,6,6_3,6_3_13,35.053563,-2.7061341,30804328,track,minor_road,red
14,3,6,6_3,6_3_14,35.0524364,-2.7061131,30804328,track,minor_road,red
15,3,6,6_3,6_3_15,35.0514769,-2.7061549,30804328,track,minor_road,red
16,3,6,6_3,6_3_16,35.0512996,-2.7063424,30804328,track,minor_road,red
17,3,6,6_3,6_3_17,35.0508094,-2.7062278,30804328,track,minor_road,red
18,3,6,6_3,6_3_18,35.0503713,-2.7063633,30804328,track,minor_road,red
19,3,6,6_3,6_3_19,35.0444574,-2.7065925,30804328,track,minor_road,red
