ID_road_seg,long_midpoint,lat_midpoint,length
29_4,34.121455231434666,-2.2006206931754178,2500.7604359816482
29_5,34.13045947388057,-2.187864481960963,1112.716824198451
30_1,34.123295614017096,-2.1723175127943173,2500.789820140752
30_2,34.135069416505026,-2.1663832248528205,2500.1168372302427
30_3,34.138505895914065,-2.1759478796056646,1873.6900423895802
31_1,34.78088297986471,-2.6259845154073695,2500.473785252074
31_2,34.79889490368527,-2.624734867273313,2499.4909732767596
31_3,34.81730756318518,-2.617848374223051,2500.4087891378076
31_4,34.81398950653758,-2.5982308661897235,2500.9751310772613
31_5,34.80531345547284,-2.5783830836634998,2344.577797773137
32_1,34.81985007408802,-2.5069522540176417,2500.884002928611
32_2,34.81732512464764,-2.4936918933189807,596.1555333582089
33_1,33.86822908476283,-2.1018974725658612,2501.294033372148
33_2,33.87165629304513,-2.1237913598469853,2501.438645745653
33_3,33.870271398836735,-2.146216792082102,2501.468572650492
33_4,33.869720974781536,-2.168678464456316,2501.470688889813
33_5,33.87032558906236,-2.188263890462464,1877.4221367053385
34_1,34.80682959321492,-2.3879426734092895,2501.0352045926575
34_2,34.79325621767715,-2.3708155743103503,2500.279794382677
34_3,34.77653721620832,-2.3558445046575547,2500.2572756421646
34_4,34.757874441141304,-2.343831361794424,2499.7908597122073
34_5,34.73705693772502,-2.3360315112418326,2500.1191891724075
34_6,34.72314639492295,-2.3184214267872667,2500.4053447029805
34_7,34.7056420942016,-2.3055331236617467,2500.6168361994983
34_8,34.690669594867266,-2.2897270308402558,2500.1140058129336
34_9,34.67404162669856,-2.275310038683432,2500.6620638415307
34_10,34.66217580468225,-2.257335843855777,2500.7886538080375
34_11,34.64463288045595,-2.248553477984305,2499.8747546358572
34_12,34.62597657782515,-2.259858547446676,2500.274058629675
34_13,34.60846301384648,-2.2738418159687743,2499.952014088458
34_14,34.58710284519294,-2.2792797047940807,2499.6553894509902
34_15,34.56625292190832,-2.27601985993807,2499.8891858714687
34_16,34.546089431560766,-2.275083627889001,2499.715735833164
34_17,34.52387493813998,-2.2754602166650906,2499.5428819823524
34_18,34.50169306739198,-2.2789725951408144,2499.5975175320264
34_19,34.48008584540134,-2.285133966962816,2499.6355684679374
34_20,34.460397982511225,-2.2827099116794245,2500.2426332579425
34_21,34.445563192702735,-2.267153112211664,2500.634055452763
34_22,34.43223174676077,-2.2500357810700007,2500.2785920634096
34_23,34.410030447615725,-2.250224047670486,2499.602851295513
34_24,34.38784260655894,-2.252846332532981,2499.6896000026095
34_25,34.367587768930754,-2.2586387885337555,2500.1936716582513
34_26,34.34940177504407,-2.24598826656535,2499.943688723352
34_27,34.329370427044246,-2.235805628789153,2499.9837037245725
34_28,34.31000656195731,-2.2244403662039054,2500.124465374292
34_29,34.291037593006955,-2.2127633084103957,2500.3636059391615
34_30,34.27680936099647,-2.1964788108446407,2500.3568934191617
34_31,34.25655829493906,-2.1966022929636213,2499.879607573696
34_32,34.23642668667134,-2.1881390213846226,2500.313510047481
34_33,34.21741635652421,-2.1784570146692586,2499.833489905273
34_34,34.195822875940436,-2.18347996458083,2499.7728786779016
34_35,34.17423384764327,-2.183896992438766,2499.78833814784
34_36,34.152328124180194,-2.18499106845055,2499.74529123896
34_37,34.13058837893978,-2.1829164437069015,2499.7772230069622
34_38,34.10910991611556,-2.1871081261053398,2499.8852395500435
34_39,34.08814792443819,-2.194369662342871,2499.850890266853
34_40,34.067359219076245,-2.199039097926142,2499.8918622535925
34_41,34.046245157756765,-2.1915005600308115,2499.8343020753264
34_42,34.024822861259224,-2.185162559443956,2499.8136414977353
34_43,34.00334987756196,-2.17858887665872,2499.82941105215
34_44,33.98241834195793,-2.1709532724544065,2499.9753455313603
34_45,33.9612094097694,-2.1646667913563657,2499.8043105369693
34_46,33.939810432779595,-2.1597456400080093,2499.8836494744924
34_47,33.918719115623645,-2.1623106997096353,2499.972411090409
34_48,33.898058627754814,-2.1709818068134275,2500.037872612542
34_49,33.88364708955085,-2.1858393663015265,2500.6328661159605
34_50,33.87255783735396,-2.1928299161221187,483.5280950245986
35_1,34.858553760962806,-2.461722514694472,2290.2187555227442
36_1,34.843103274452076,-2.3049036272974077,1657.3444713939984
37_1,34.88415117672546,-2.5125015656260414,854.1862540494643
38_1,34.02886488294617,-2.2721301464165,2500.4792702535433
38_2,34.04470630360342,-2.256295354045602,2500.6064755996604
38_3,34.055904942667766,-2.2384114324678324,2501.0168181402305
38_4,34.057210161635275,-2.2188236599533258,2500.7073004944023
38_5,34.06988424605065,-2.2042264785900754,2500.75973529156
38_6,34.06130589454252,-2.214033913484909,2500.6545612945138
38_7,34.04642413437435,-2.230870907232808,2500.6420640436745
38_8,34.03154237420617,-2.2477079009807066,2500.629472245869
38_9,34.016661294940235,-2.264544124366319,2500.390661479985
38_10,34.03257826769841,-2.2543938498541722,2500.0928669059795
38_11,34.04777330428473,-2.2429674785567593,2012.6723649088776
39_1,34.02304697108508,-2.2690355099577655,1400.8870493493746
40_1,34.81020206912321,-2.4798253690099874,455.24096941172746
41_1,34.92238345460919,-2.6870495372243908,789.8642485926994
42_1,34.92943850787544,-2.7056230130918824,207.68655907590426
43_1,34.90100204165319,-2.4657533096316997,2499.591573054357
43_2,34.916062960244645,-2.4770602030539886,1997.1793139915671
44_1,34.92836700134094,-2.5024683191200463,2500.3070247807696
44_2,34.947521985111884,-2.512489671347763,2500.0731317747354
44_3,34.94153470415647,-2.5234875816355262,581.7488125681432
45_1,34.94261008687917,-2.524848240183354,366.1732148955157
46_1,34.928817705689134,-2.529530127325923,223.45401587111746
47_1,34.89107676542289,-2.5148438935045454,712.4891300750637
48_1,34.89906286069271,-2.539732154967043,179.38078470891193
49_1,34.89133546296455,-2.5325647576956123,921.7978797603932
50_1,34.912364276743226,-2.549411697387525,2500.1649392978456
50_2,34.92241527077663,-2.5595910844305183,1200.7850984463544
51_1,34.820138991269765,-2.4998329971344644,2501.101490071548
51_2,34.82873798528799,-2.5200019736387462,2501.086843966512
51_3,34.83245123455486,-2.541450752532804,2500.8213964358515
51_4,34.845703480212016,-2.5571405456121448,2499.8023496975356
51_5,34.85848536098866,-2.555001851969776,508.160284304568
52_1,34.8202300856111,-2.429485262668871,2500.3328233055413
52_2,34.84081609017262,-2.428903455163509,2499.5777847455765
52_3,34.86013389552061,-2.4200903969113883,2499.8751140106765
52_4,34.87225050487369,-2.427566702520525,893.6069870241795
53_1,34.62188188758018,-2.2533632626133207,2499.6975467315388
53_2,34.60034428418407,-2.2567886759131075,2499.6097094835313
53_3,34.578255481458356,-2.258177254994508,2500.244196955692
53_4,34.56745067301161,-2.2705986887937306,1484.6074266195112
54_1,34.566111024450706,-2.2820183861783208,2151.4824224396966
55_1,34.62386212531436,-2.417313870360404,2500.533742310227
55_2,34.61479127575296,-2.4003733395994273,2500.2837248821356
55_3,34.62833379788859,-2.4042796261498007,1512.86818818397
56_1,34.89255248108519,-2.4216761746899675,1395.4827640394446
57_1,34.82973434562433,-2.271223083500098,59.78965258869009
58_1,34.2052346248869,-2.1784762225544787,2499.7954498256
58_2,34.18382622250971,-2.173982623690948,2499.8621089644207
58_3,34.16388380103037,-2.169959486546135,2500.1200755115174
58_4,34.147959007110394,-2.170635437657978,1449.4877543678188
59_1,34.733154513782665,-1.6729738594084167,2500.7223150566406
59_2,34.75259412607156,-1.6662997017698051,2500.955828817225
59_3,34.767833785235254,-1.6507061499078426,2500.685682024702
59_4,34.78962414574354,-1.6457769227703423,2500.6366924947392
59_5,34.805114358139306,-1.631453177720421,2501.2530989978195
59_6,34.80779959447572,-1.6097028058556846,2501.377481478531
59_7,34.816777775378434,-1.5901298381242892,2501.1168386263184
59_8,34.83137509056716,-1.5930172550943504,2500.8288556763487
59_9,34.84941568910643,-1.583860065243858,2501.0052996245586
59_10,34.867270723415544,-1.5717296965162313,2500.7107099540135
59_11,34.88219093518161,-1.5659013326771036,1398.527782050065
60_1,34.11626758571312,-2.1539601045039287,2500.699915767868
60_2,34.12229431295594,-2.16439313684039,776.6634864394455
61_1,35.164418167394665,-1.9966300707888947,2500.4396926240893
61_2,35.17982910013229,-1.9955696729936443,2500.6550775391756
61_3,35.1977102139331,-2.006334921505523,2500.5426933527197
61_4,35.21013157920881,-2.021203751520197,2500.635672540178
61_5,35.195483506222374,-2.035993864222881,2500.8574485563686
61_6,35.18230533894252,-2.0483298241856183,2500.3198393056914
61_7,35.16273052567115,-2.046219022700091,2500.727579762788
61_8,35.15662843823179,-2.060937212644654,1230.911918623344
62_1,34.846229990508434,-2.3071067629331536,1092.8584214995697
63_1,34.81108147865084,-2.4504545443045367,1494.4010732520157
64_1,34.8129685732086,-2.445526837459135,1238.2593954588074
65_1,34.791796084504355,-2.7561682083138828,2499.762116743401
65_2,34.80605969078107,-2.7401250339982495,2500.3172823923346
65_3,34.80181948960422,-2.724483399034325,2499.9148113402634
65_4,34.78602965045758,-2.710956250064313,2408.9471173147326
66_1,34.76454240283233,-2.7757377565022967,2500.1948884044805
66_2,34.749686141246976,-2.779398091155685,2500.38715847711
66_3,34.745694141543666,-2.7596346449275098,2501.2930296319637
66_4,34.746583459428486,-2.738765862075137,2500.9291814406483
66_5,34.75493423327097,-2.719804351913011,2500.5895587492087
66_6,34.7659488292695,-2.7014440668434565,2500.692176910681
66_7,34.77706198316937,-2.682984917037074,2401.8342376227374
67_1,34.78754675807539,-2.6495675986971343,2501.1965787613135
67_2,34.78202675792698,-2.6706600829831406,2501.372573597048
67_3,34.781188957516605,-2.6929996640291103,2501.3402690578787
67_4,34.77667928436277,-2.7144268603211845,2501.3408879970902
67_5,34.77773462824243,-2.736864421623778,2501.262772640761
67_6,34.780548757842375,-2.75412960604806,2500.380691600492
67_7,34.76748416971379,-2.767208587829272,2368.603956027232
68_1,34.73348674107062,-2.1914912267235342,2500.2631539691133
68_2,34.74963125557303,-2.2067871838464614,2500.6061230434548
68_3,34.764585193214444,-2.222978183963886,2500.389255266839
68_4,34.780382316395624,-2.238565271952139,2500.789988594386
68_5,34.794262584182114,-2.256092685671628,2500.2661775814067
68_6,34.81394850718582,-2.2643478239555286,2499.755812890966
68_7,34.830309152799785,-2.2752234722306586,2501.1475304857822
68_8,34.83167908079196,-2.2972371667770015,2501.006810960989
68_9,34.841513764826516,-2.3146026249347718,2500.8770267551363
68_10,34.8420534578136,-2.3339432871634567,2501.055883737656
68_11,34.831551318037945,-2.3534142376393103,2500.8527107584728
68_12,34.82230854779761,-2.3736039969194627,2501.26409778561
68_13,34.813372686575626,-2.3938811189615503,2501.0033631324873
68_14,34.804835692162136,-2.4144245452276425,2501.1247799927282
68_15,34.80635392120349,-2.4339852038066203,2500.462597767044
68_16,34.81575880753387,-2.4490878529883933,2501.2134096901937
68_17,34.821871869066975,-2.470409775676929,2501.4015365177524
68_18,34.82927854504795,-2.4906353154682512,2500.88651037555
68_19,34.837616153823056,-2.5105314502638283,2500.905018928158
68_20,34.84752140367306,-2.530238312036814,2500.956282011002
68_21,34.857173599061305,-2.5504549121069964,2500.7281559780886
68_22,34.87076406691333,-2.5680944675077733,2500.853251034144
68_23,34.87979326309817,-2.588581619400226,2501.0623982961815
68_24,34.88909732811035,-2.6090270972722993,2501.0192833861033
68_25,34.896527462687146,-2.629994948356758,2500.94260190587
68_26,34.90648090816473,-2.6497899361269415,2501.225489349989
68_27,34.91245641628802,-2.671401583334828,2500.690550424808
68_28,34.926204152441386,-2.688402285303487,2500.6688269714487
68_29,34.93747695474145,-2.7078282892444245,2500.865407915964
68_30,34.947851528771395,-2.7276446701844144,2500.767054362265
68_31,34.95900220969373,-2.747147261097796,2501.0117253752414
68_32,34.96781340256166,-2.7675835778653175,2500.8791363053947
68_33,34.97711990381119,-2.7879254070609556,2500.868772404865
68_34,34.986811837987084,-2.8081881114484575,2500.9436950859163
68_35,34.99450656728389,-2.829025855990368,2500.3015296275635
68_36,35.012496541258095,-2.8408183254927497,2499.282153208458
68_37,35.03197658481283,-2.851980396856136,2499.10471545641
68_38,35.05218529913373,-2.861535877371319,2498.8255060280926
68_39,35.07262663422001,-2.8708701257272,2499.0731937823057
68_40,35.09168822942401,-2.8826349975444536,2499.1306833285744
68_41,35.11100466747337,-2.894116238768276,2499.0829374471627
68_42,35.129548493137754,-2.9048320327006745,2278.36943033947
69_1,34.98277543694654,-2.9643938286148233,1559.2214090270975
70_1,34.73251814208213,-2.344888639562055,2500.950187161344
70_2,34.72329690547966,-2.36468681575828,2501.340733934507
70_3,34.71508485392893,-2.3803097027342313,2499.9779037752032
70_4,34.7038146355106,-2.384407597496378,384.1179880637471
71_1,34.7645165257779,-1.4984780604146193,2501.378799736434
71_2,34.77330415266689,-1.4786235240437795,2501.3327217133287
71_3,34.77863416578594,-1.4594026800406619,2169.419173139829
72_1,34.801326877465584,-2.439867999169496,2500.848348149628
72_2,34.80747373915549,-2.422181405715541,2500.480462122102
72_3,34.81716373069061,-2.403462949608596,2501.0207226546413
72_4,34.81944188175958,-2.389753723541303,1016.759926383104
73_1,34.76144556241375,-2.36328740232513,2500.3526921765415
73_2,34.75925091906493,-2.3785781088247715,2501.182189760405
73_3,34.76567818432794,-2.399585427747173,2501.3134810397464
73_4,34.76270032352131,-2.41515223902958,1090.1211563050613
74_1,34.80350635330218,-2.3512748726432497,2500.5096059736493
74_2,34.790021714339325,-2.3396285113189372,1740.9207262397913
75_1,34.76980537887986,-2.4813651509609973,2500.6449185657766
75_2,34.763236476779056,-2.461611147183696,2500.9766771291343
75_3,34.76093832670805,-2.440999087087697,2501.0452285092592
75_4,34.75761674425926,-2.424329665123832,1688.6190564008966
76_1,34.679625299875916,-1.5515457027316113,2500.72634549113
76_2,34.699602139958806,-1.5552334332275377,2500.617688439312
76_3,34.71924838257124,-1.5468981078083905,2501.0789944492985
76_4,34.72986038799444,-1.530367377413577,2500.9970481967566
76_5,34.74791673755992,-1.5173995403403295,2500.8188672097403
76_6,34.767017804703265,-1.5060039911532137,2500.796783622797
76_7,34.788659316640846,-1.5005521177504644,2500.6364383991095
76_8,34.810345228980175,-1.504406322810342,2500.713112110428
76_9,34.8316473551346,-1.511324887472574,2500.749240387781
76_10,34.84666410816965,-1.5249551655004068,2501.128970728329
76_11,34.86204975002458,-1.541137500757224,2501.0053852737888
76_12,34.88073014860613,-1.5517500675028493,2500.680842781216
76_13,34.89593648275373,-1.5543903377869321,1133.4745640960762
77_1,34.974749345310286,-2.5453912763575706,2499.625983311518
77_2,34.99545431775643,-2.5528348471395805,2500.0438000871613
77_3,35.009125676952316,-2.5703665048819184,2500.0063640471894
77_4,35.02770531868312,-2.5818226890876597,2499.5733330384614
77_5,35.04900006554058,-2.585557029190164,2499.0769897005985
77_6,35.07078110729968,-2.582177097371375,2499.1066855943877
77_7,35.09195664777999,-2.575832399083715,2499.4615955703744
77_8,35.11192715932772,-2.568738025949384,2499.4148328092333
77_9,35.131072346256836,-2.5678101720020883,2500.0839469179696
77_10,35.144872972837696,-2.5853276715147686,2500.2714307613774
77_11,35.15761287326703,-2.6022821848685127,2500.9851774347594
77_12,35.15856045944494,-2.623011354028644,2500.7214677988572
77_13,35.174254556215814,-2.6377311513484702,2500.0571998274677
77_14,35.182636218416086,-2.6471266317088595,328.38119398935
78_1,34.89900080638751,-1.689499769196142,2500.9322517422534
78_2,34.883324240426454,-1.6991653515282943,2501.0061998145397
78_3,34.87789326185816,-1.7190205470096593,2501.211546968765
78_4,34.883150777895246,-1.7385096751249856,2501.1636748095757
78_5,34.89102586671294,-1.7565412715012405,2119.8596772624096
79_1,34.84924826219554,-1.5076175569092618,2500.7644497871174
79_2,34.87002190692453,-1.4998682579606963,2500.676495629533
79_3,34.8902438766573,-1.492116468483431,2501.0227570148304
79_4,34.89762492440396,-1.4826035428125819,219.90040878727484
80_1,34.89095001279951,-1.5783879481242529,2501.1224806891237
80_2,34.909451657067635,-1.5863148033455063,2432.614171962687
81_1,34.88808597576618,-1.5805026540010014,1244.4689692044444
82_1,34.89608844442711,-2.5505216747322303,2500.951244691692
82_2,34.908870975301404,-2.568194962836923,2500.1309271655446
82_3,34.91972575408487,-2.579099981796982,1032.5811009827903
83_1,35.155889239747665,-1.6456151548378712,2500.718602317732
83_2,35.171116812393166,-1.6535051896404889,2501.0204958848267
83_3,35.186112389190136,-1.666473760281527,2500.590382721471
83_4,35.206673547210706,-1.667406589605342,2446.5466280980027
84_1,34.92382506970717,-1.6510131291570582,2500.799607814545
84_2,34.94423349081735,-1.6486168288761076,2500.746516015634
84_3,34.955464259968764,-1.632531055396536,2501.3882071072694
84_4,34.959931271426804,-1.6109928812500296,2501.2970630263376
84_5,34.962582264710925,-1.5910183966055849,2501.2378905737683
84_6,34.97031558131304,-1.5851795156538653,681.0367494634363
85_1,34.89764025472042,-1.704067288670826,2501.2812336506418
85_2,34.902739052481465,-1.7137799206917823,200.42091747299168
86_1,34.896848746529876,-1.7089810703086856,1109.4652761515335
87_1,34.813533505472336,-2.3730012693978417,2500.4822227016907
87_2,34.80030664349104,-2.362946766383907,2500.3393948402604
87_3,34.78496062918084,-2.3538618256938166,2500.813520896338
87_4,34.78496798415823,-2.3336804802137374,2500.6630263147354
87_5,34.79043511550509,-2.320357386028594,2500.8082143258284
87_6,34.793297021251455,-2.3067217540436955,851.3212488113103
88_1,34.82263096905878,-2.4357849773370375,854.462947463911
89_1,34.82459652821579,-2.441809045546205,2500.2943832243527
89_2,34.82246605489868,-2.4558487203149846,1105.4177266588617
90_1,34.962158115567426,-2.2999174017540667,2500.050230172081
90_2,34.9415342921486,-2.30286878186156,2499.7396075555803
90_3,34.928190201825,-2.2973136350317978,1610.7395354029263
91_1,34.97348384022234,-2.1857314926371454,1086.446969929005
92_1,34.887704127826034,-2.138800433256336,2499.867616550764
92_2,34.90926784266114,-2.143294015265457,2499.825762173605
92_3,34.93114388532173,-2.147526300012073,2499.7732036865377
92_4,34.95325846328137,-2.150748149256502,2499.7995155732506
92_5,34.973127612437125,-2.1563253730268532,2499.9806921855156
92_6,34.986198351558116,-2.1605406076156846,570.8661322086052
93_1,35.11992519763567,-1.8240845611323069,2501.2206118503027
93_2,35.126142033923735,-1.8450970918876228,2501.4520992225494
93_3,35.127203879597864,-1.8669780992715734,2501.366287497329
93_4,35.12283814866896,-1.8858353120330504,2501.0118120297684
93_5,35.113071897026266,-1.9048001660394849,2501.1142736557103
93_6,35.10277761245219,-1.9246739558313715,2501.085908542181
93_7,35.093441981196236,-1.9435663054376446,2501.201628153347
93_8,35.08378154843735,-1.9630058068091207,2501.1468308775657
93_9,35.0737466265368,-1.982970825719715,2501.164649960666
93_10,35.063776615899535,-2.002680680829385,2501.1415271782557
93_11,35.05331523840175,-2.021849803156899,2501.130232041109
93_12,35.04611499476322,-2.0417731144887084,2500.793391068004
93_13,35.06535079288535,-2.0491636932431687,2500.0732900906783
93_14,35.085603754408744,-2.052824490069966,2500.0517569473395
93_15,35.10695892942068,-2.0523582448605415,2500.24048288838
93_16,35.12562463400961,-2.05844598351661,2500.3246174652904
93_17,35.13483182946697,-2.052867501773835,96.6422057877627
94_1,35.18212612747833,-1.794610553473762,1582.994535411036
95_1,34.92663224468031,-2.563341607510567,2500.6339576495348
95_2,34.940009874667076,-2.5802764204109767,2500.5979501794195
95_3,34.947686308628164,-2.60111975192056,2501.2805616141986
95_4,34.94709126244902,-2.61221455463346,60.235425072865155
96_1,34.77336603611705,-2.4147863881506884,2500.515244497475
96_2,34.77181166896877,-2.399702826539365,1381.0434421420582
97_1,34.77760941698776,-2.5029043670154785,2500.400390312553
97_2,34.76177920226362,-2.5176814571943176,2500.7464991428337
97_3,34.7533682,-2.5349799951642558,1866.411267701545
98_1,34.77017214979479,-2.5406577082700057,2499.265392334711
98_2,34.74839254550275,-2.5445066503599487,2499.177025534581
98_3,34.731560131163405,-2.5480905393837245,1427.8983297139673
99_1,34.12722344964525,-2.165836420912336,743.0706518520724
100_1,35.20969824256874,-2.004731395839727,2500.6084524865664
100_2,35.21823102783872,-1.9888789505097433,1558.7349026233267
101_1,35.06685927271611,-2.719311131056338,1369.2841054675841
102_1,35.21442613122069,-1.674154813319676,2501.400381828625
102_2,35.2103797,-1.6961116190264671,2501.348183121137
102_3,35.20116505033023,-1.7158614252838764,2501.3103671007334
102_4,35.19650104262608,-1.7373365044322295,2501.2841978549927
102_5,35.18766443294822,-1.7576325957399732,2501.2494072734703
102_6,35.17795325931916,-1.776842149994864,2501.2290213991964
102_7,35.18983115191993,-1.7912002867050565,2500.395454443206
102_8,35.2103644853806,-1.7948261593595263,2500.5943745625013
102_9,35.22071709962888,-1.8102834203599858,2501.3535285971852
102_10,35.22818126891167,-1.8301732686419079,2501.1981376912445
102_11,35.2209783184997,-1.8480252219529811,2500.987205105621
102_12,35.22248770712034,-1.8670003029879838,2500.803546800623
102_13,35.20426698041577,-1.8799295735686798,2500.7873934673603
102_14,35.19056505586164,-1.8965937708304137,2501.1136878284565
102_15,35.184852778864084,-1.9181104841922003,2501.1611580695594
102_16,35.17675429289346,-1.937706551306287,2501.1176138347614
102_17,35.16574565712768,-1.9545332805106663,2500.9345949704457
102_18,35.15658534220832,-1.9741314563366685,2501.362305152111
102_19,35.154399978263264,-1.9960034044469874,2501.217789673204
102_20,35.141546451203006,-2.012884899118666,2501.0251176762818
102_21,35.137272757780245,-2.034828250542544,2501.441735170829
102_22,35.13487573231669,-2.0571414388641642,2501.0463251928854
102_23,35.118167000811574,-2.0718676538180567,2500.659369828329
102_24,35.10268548309312,-2.08760450902657,2500.214554931457
102_25,35.08201896968973,-2.095361335906496,2500.401116204336
