ID_road_seg,road_importance,nbr_carcasses,long_midpoint,lat_midpoint,length,distances.from.center
44_2,minor_road,0,34.947521985111884,-2.512489671347763,2500.0731317747354,16168.387363772565
44_3,minor_road,0,34.94153470415647,-2.5234875816355262,581.7488125681432,16196.917328672947
45_1,minor_road,0,34.94261008687917,-2.524848240183354,366.1732148955157,16378.935981850991
46_1,minor_road,0,34.928817705689134,-2.529530127325923,223.45401587111746,15414.99654983116
47_1,minor_road,0,34.89107676542289,-2.5148438935045454,712.4891300750637,11149.106369252262
48_1,minor_road,0,34.89906286069271,-2.539732154967043,179.38078470891193,13770.215449361147
49_1,minor_road,0,34.89133546296455,-2.5325647576956123,921.7978797603932,12605.537516866943
50_1,minor_road,0,34.912364276743226,-2.549411697387525,2500.1649392978456,15557.573050534053
50_2,minor_road,0,34.92241527077663,-2.5595910844305183,1200.7850984463544,17148.052240180492
51_1,minor_road,0,34.820138991269765,-2.4998329971344644,2501.101490071548,5997.214333993812
51_2,minor_road,0,34.82873798528799,-2.5200019736387462,2501.086843966512,8320.60018442913
51_3,minor_road,0,34.83245123455486,-2.541450752532804,2500.8213964358515,10742.816622863613
51_4,minor_road,0,34.845703480212016,-2.5571405456121448,2499.8023496975356,12743.550210411018
51_5,minor_road,0,34.85848536098866,-2.555001851969776,508.160284304568,12932.764571102723
52_1,minor_road,0,34.8202300856111,-2.429485262668871,2500.3328233055413,1850.2649387504036
52_2,minor_road,0,34.84081609017262,-2.428903455163509,2499.5777847455765,3146.969102357029
52_3,minor_road,0,34.86013389552061,-2.4200903969113883,2499.8751140106765,5476.04348698741
52_4,minor_road,0,34.87225050487369,-2.427566702520525,893.6069870241795,6343.799243628509
53_1,minor_road,0,34.62188188758018,-2.2533632626133207,2499.6975467315388,30610.015775707143
53_2,minor_road,0,34.60034428418407,-2.2567886759131075,2499.6097094835313,32111.658084603016
53_3,minor_road,0,34.578255481458356,-2.258177254994508,2500.244196955692,33908.87476993851
53_4,minor_road,0,34.56745067301161,-2.2705986887937306,1484.6074266195112,34051.54562409993
54_1,minor_road,0,34.566111024450706,-2.2820183861783208,2151.4824224396966,33463.60126271395
55_1,minor_road,0,34.62386212531436,-2.417313870360404,2500.533742310227,21856.845022046462
55_2,minor_road,0,34.61479127575296,-2.4003733395994273,2500.2837248821356,23194.18614897104
55_3,minor_road,0,34.62833379788859,-2.4042796261498007,1512.86818818397,21629.502050338622
56_1,minor_road,0,34.89255248108519,-2.4216761746899675,1395.4827640394446,8693.204249050917
57_1,minor_road,0,34.82973434562433,-2.271223083500098,59.78965258869009,19496.814686215133
61_1,minor_road,0,35.164418167394665,-1.9966300707888947,2500.4396926240893,63125.1198756027
61_2,minor_road,0,35.17982910013229,-1.9955696729936443,2500.6550775391756,64277.15459826097
61_3,minor_road,0,35.1977102139331,-2.006334921505523,2500.5426933527197,64627.735320056185
61_4,minor_road,0,35.21013157920881,-2.021203751520197,2500.635672540178,64311.659761148985
61_5,minor_road,0,35.195483506222374,-2.035993864222881,2500.8574485563686,61996.6603876859
61_6,minor_road,0,35.18230533894252,-2.0483298241856183,2500.3198393056914,59993.71456513646
61_7,minor_road,0,35.16273052567115,-2.046219022700091,2500.727579762788,58724.03886043333
61_8,minor_road,0,35.15662843823179,-2.060937212644654,1230.911918623344,57042.117337121614
62_1,minor_road,0,34.846229990508434,-2.3071067629331536,1092.8584214995697,15770.107005905209
63_1,minor_road,0,34.81108147865084,-2.4504545443045367,1494.4010732520157,941.7712911509573
64_1,minor_road,0,34.8129685732086,-2.445526837459135,1238.2593954588074,592.431136670063
65_1,minor_road,0,34.791796084504355,-2.7561682083138828,2499.762116743401,34654.06353214274
65_2,minor_road,0,34.80605969078107,-2.7401250339982495,2500.3172823923346,32770.983661124264
65_3,minor_road,0,34.80181948960422,-2.724483399034325,2499.9148113402634,31055.560638123345
65_4,minor_road,0,34.78602965045758,-2.710956250064313,2408.9471173147326,29712.938617493655
66_1,minor_road,0,34.76454240283233,-2.7757377565022967,2500.1948884044805,37190.360569527016
66_2,minor_road,0,34.749686141246976,-2.779398091155685,2500.38715847711,37890.304714603524
66_3,minor_road,0,34.745694141543666,-2.7596346449275098,2501.2930296319637,35835.41119657864
66_4,minor_road,0,34.746583459428486,-2.738765862075137,2500.9291814406483,33552.458203365495
66_5,minor_road,0,34.75493423327097,-2.719804351913011,2500.5895587492087,31284.041976267574
66_6,minor_road,0,34.7659488292695,-2.7014440668434565,2500.692176910681,29026.1422801171
66_7,minor_road,0,34.77706198316937,-2.682984917037074,2401.8342376227374,26777.158879434264
67_1,minor_road,0,34.78754675807539,-2.6495675986971343,2501.1965787613135,22918.21156485591
67_2,minor_road,0,34.78202675792698,-2.6706600829831406,2501.372573597048,25332.79861408895
67_3,minor_road,0,34.781188957516605,-2.6929996640291103,2501.3402690578787,27804.422339994202
67_4,minor_road,0,34.77667928436277,-2.7144268603211845,2501.3408879970902,30238.01799891853
67_5,minor_road,0,34.77773462824243,-2.736864421623778,2501.262772640761,32692.192235225753
67_6,minor_road,0,34.780548757842375,-2.75412960604806,2500.380691600492,34557.40577173122
67_7,minor_road,0,34.76748416971379,-2.767208587829272,2368.603956027232,36201.07652619023
68_1,major_road,0,34.73348674107062,-2.1914912267235342,2500.2631539691133,29859.273421054957
68_2,major_road,0,34.74963125557303,-2.2067871838464614,2500.6061230434548,27701.06785356999
68_3,major_road,0,34.764585193214444,-2.222978183963886,2500.389255266839,25533.851957984698
68_4,major_road,0,34.780382316395624,-2.238565271952139,2500.789988594386,23472.055222339815
68_5,major_road,0,34.794262584182114,-2.256092685671628,2500.2661775814067,21307.46626153507
68_6,major_road,0,34.81394850718582,-2.2643478239555286,2499.755812890966,20226.18454963329
68_7,major_road,0,34.830309152799785,-2.2752234722306586,2501.1475304857822,19056.851886521796
68_8,major_road,0,34.83167908079196,-2.2972371667770015,2501.006810960989,16626.211148159688
68_9,major_road,0,34.841513764826516,-2.3146026249347718,2500.8770267551363,14852.745382808715
68_10,major_road,0,34.8420534578136,-2.3339432871634567,2501.055883737656,12750.42622084942
68_11,major_road,0,34.831551318037945,-2.3534142376393103,2500.8527107584728,10410.880673808364
68_12,major_road,0,34.82230854779761,-2.3736039969194627,2501.26409778561,8070.595822178712
68_13,major_road,0,34.813372686575626,-2.3938811189615503,2501.0033631324873,5826.446406711574
68_14,major_road,0,34.804835692162136,-2.4144245452276425,2501.1247799927282,3818.6808402210017
68_15,major_road,0,34.80635392120349,-2.4339852038066203,2500.462597767044,1882.5863505732207
68_16,major_road,0,34.81575880753387,-2.4490878529883933,2501.2134096901937,444.0003919353664
68_17,major_road,0,34.821871869066975,-2.470409775676929,2501.4015365177524,2747.5301612097264
68_18,major_road,0,34.82927854504795,-2.4906353154682512,2500.88651037555,5118.205250729882
68_19,major_road,0,34.837616153823056,-2.5105314502638283,2500.905018928158,7499.672465630027
68_20,major_road,0,34.84752140367306,-2.530238312036814,2500.956282011002,9926.365299124267
68_21,major_road,0,34.857173599061305,-2.5504549121069964,2500.7281559780886,12407.440945268176
68_22,major_road,0,34.87076406691333,-2.5680944675077733,2500.853251034144,14792.937587517114
68_23,major_road,0,34.87979326309817,-2.588581619400226,2501.0623982961815,17284.728102419947
68_24,major_road,0,34.88909732811035,-2.6090270972722993,2501.0192833861033,19784.425606181474
68_25,major_road,0,34.896527462687146,-2.629994948356758,2500.94260190587,22255.20738579316
68_26,major_road,0,34.90648090816473,-2.6497899361269415,2501.225489349989,24716.63299591945
68_27,major_road,0,34.91245641628802,-2.671401583334828,2500.690550424808,27190.73882854017
68_28,major_road,0,34.926204152441386,-2.688402285303487,2500.6688269714487,29533.96517530817
68_29,major_road,0,34.93747695474145,-2.7078282892444245,2500.865407915964,32020.36359309164
68_30,major_road,0,34.947851528771395,-2.7276446701844144,2500.767054362265,34506.25228914853
68_31,major_road,0,34.95900220969373,-2.747147261097796,2501.0117253752414,36997.34201423884
68_32,major_road,0,34.96781340256166,-2.7675835778653175,2500.8791363053947,39473.240285268395
68_33,major_road,0,34.97711990381119,-2.7879254070609556,2500.868772404865,41962.86521579419
68_34,major_road,0,34.986811837987084,-2.8081881114484575,2500.9436950859163,44462.54677843485
68_35,major_road,0,34.99450656728389,-2.829025855990368,2500.3015296275635,46927.094629266256
68_36,major_road,0,35.012496541258095,-2.8408183254927497,2499.282153208458,48971.72034896455
68_37,major_road,0,35.03197658481283,-2.851980396856136,2499.10471545641,51061.28983924478
68_38,major_road,0,35.05218529913373,-2.861535877371319,2498.8255060280926,53069.60916660759
68_39,major_road,0,35.07262663422001,-2.8708701257272,2499.0731937823057,55109.02809838219
68_40,major_road,0,35.09168822942401,-2.8826349975444536,2499.1306833285744,57332.30659405012
68_41,major_road,0,35.11100466747337,-2.894116238768276,2499.0829374471627,59565.83338303371
68_42,major_road,0,35.129548493137754,-2.9048320327006745,2278.36943033947,61700.96820963611
69_1,minor_road,0,34.98277543694654,-2.9643938286148233,1559.2214090270975,60537.85954803834
70_1,minor_road,0,34.73251814208213,-2.344888639562055,2500.950187161344,14752.72548864881
70_2,minor_road,0,34.72329690547966,-2.36468681575828,2501.340733934507,13910.646316856413
70_3,minor_road,0,34.71508485392893,-2.3803097027342313,2499.9779037752032,13608.050731284964
70_4,minor_road,0,34.7038146355106,-2.384407597496378,384.1179880637471,14458.880925007472
72_1,minor_road,0,34.801326877465584,-2.439867999169496,2500.848348149628,2004.4056787182149
72_2,minor_road,0,34.80747373915549,-2.422181405715541,2500.480462122102,2910.0368456938836
72_3,minor_road,0,34.81716373069061,-2.403462949608596,2501.0207226546413,4735.847365279342
72_4,minor_road,0,34.81944188175958,-2.389753723541303,1016.759926383104,6261.683454473529
73_1,minor_road,0,34.76144556241375,-2.36328740232513,2500.3526921765415,11167.422343405895
73_2,minor_road,0,34.75925091906493,-2.3785781088247715,2501.182189760405,9970.528444012027
73_3,minor_road,0,34.76567818432794,-2.399585427747173,2501.3134810397464,7804.27138870202
73_4,minor_road,0,34.76270032352131,-2.41515223902958,1090.1211563050613,7070.354305675381
74_1,minor_road,0,34.80350635330218,-2.3512748726432497,2500.5096059736493,10670.966105508618
74_2,minor_road,0,34.790021714339325,-2.3396285113189372,1740.9207262397913,12250.151997182129
75_1,minor_road,0,34.76980537887986,-2.4813651509609973,2500.6449185657766,6675.7105820419365
75_2,minor_road,0,34.763236476779056,-2.461611147183696,2500.9766771291343,6363.411952956871
75_3,minor_road,0,34.76093832670805,-2.440999087087697,2501.0452285092592,6401.0553347490195
75_4,minor_road,0,34.75761674425926,-2.424329665123832,1688.6190564008966,7164.348009867824
77_1,minor_road,0,34.974749345310286,-2.5453912763575706,2499.625983311518,20622.110762757657
77_2,minor_road,0,34.99545431775643,-2.5528348471395805,2500.0438000871613,23016.053541077803
77_3,minor_road,0,35.009125676952316,-2.5703665048819184,2500.0063640471894,25341.608127150655
77_4,minor_road,0,35.02770531868312,-2.5818226890876597,2499.5733330384614,27768.985844548217
77_5,minor_road,0,35.04900006554058,-2.585557029190164,2499.0769897005985,29996.431586629278
77_6,minor_road,0,35.07078110729968,-2.582177097371375,2499.1066855943877,31912.638910346457
77_7,minor_road,0,35.09195664777999,-2.575832399083715,2499.4615955703744,33694.43776202827
77_8,minor_road,0,35.11192715932772,-2.568738025949384,2499.4148328092333,35401.222296555155
77_9,minor_road,0,35.131072346256836,-2.5678101720020883,2500.0839469179696,37336.82803371519
77_10,minor_road,0,35.144872972837696,-2.5853276715147686,2500.2714307613774,39494.942592185354
77_11,minor_road,0,35.15761287326703,-2.6022821848685127,2500.9851774347594,41555.67502496084
77_12,minor_road,0,35.15856045944494,-2.623011354028644,2500.7214677988572,42666.56449901536
77_13,minor_road,0,35.174254556215814,-2.6377311513484702,2500.0571998274677,44975.864367041526
77_14,minor_road,0,35.182636218416086,-2.6471266317088595,328.38119398935,46295.030944458405
82_1,minor_road,0,34.89608844442711,-2.5505216747322303,2500.951244691692,14501.484282378984
82_2,minor_road,0,34.908870975301404,-2.568194962836923,2500.1309271655446,16928.49148207527
82_3,minor_road,0,34.91972575408487,-2.579099981796982,1032.5811009827903,18624.11761639045
87_1,minor_road,0,34.813533505472336,-2.3730012693978417,2500.4822227016907,8142.308594332672
87_2,minor_road,0,34.80030664349104,-2.362946766383907,2500.3393948402604,9458.022634426075
87_3,minor_road,0,34.78496062918084,-2.3538618256938166,2500.813520896338,10904.6183482867
87_4,minor_road,0,34.78496798415823,-2.3336804802137374,2500.6630263147354,13039.665175348693
87_5,minor_road,0,34.79043511550509,-2.320357386028594,2500.8082143258284,14324.184031377303
87_6,minor_road,0,34.793297021251455,-2.3067217540436955,851.3212488113103,15750.363768382644
88_1,minor_road,0,34.82263096905878,-2.4357849773370375,854.462947463911,1235.140156309404
89_1,minor_road,0,34.82459652821579,-2.441809045546205,2500.2943832243527,843.2428289655666
89_2,minor_road,0,34.82246605489868,-2.4558487203149846,1105.4177266588617,1192.218519789867
90_1,minor_road,0,34.962158115567426,-2.2999174017540667,2500.050230172081,22814.910904168024
90_2,minor_road,0,34.9415342921486,-2.30286878186156,2499.7396075555803,21018.706743644027
90_3,minor_road,0,34.928190201825,-2.2973136350317978,1610.7395354029263,20576.25823247376
91_1,minor_road,0,34.97348384022234,-2.1857314926371454,1086.446969929005,33725.50238542489
92_1,minor_road,0,34.887704127826034,-2.138800433256336,2499.867616550764,35057.49439373433
92_2,minor_road,0,34.90926784266114,-2.143294015265457,2499.825762173605,35183.30854410142
92_3,minor_road,0,34.93114388532173,-2.147526300012073,2499.7732036865377,35517.76580580782
92_4,minor_road,0,34.95325846328137,-2.150748149256502,2499.7995155732506,36133.37204844724
92_5,minor_road,0,34.973127612437125,-2.1563253730268532,2499.9806921855156,36557.39035200407
92_6,minor_road,0,34.986198351558116,-2.1605406076156846,570.8661322086052,36859.1504312755
93_7,minor_road,0,35.093441981196236,-1.9435663054376446,2501.201628153347,63757.62066580723
93_8,minor_road,0,35.08378154843735,-1.9630058068091207,2501.1468308775657,61343.40195943835
93_9,minor_road,0,35.0737466265368,-1.982970825719715,2501.164649960666,58858.00651999133
93_10,minor_road,0,35.063776615899535,-2.002680680829385,2501.1415271782557,56401.12216285496
93_11,minor_road,0,35.05331523840175,-2.021849803156899,2501.130232041109,53970.52401653261
93_12,minor_road,0,35.04611499476322,-2.0417731144887084,2500.793391068004,51643.55944083352
93_13,minor_road,0,35.06535079288535,-2.0491636932431687,2500.0732900906783,52026.169065422684
93_14,minor_road,0,35.085603754408744,-2.052824490069966,2500.0517569473395,52913.00409761035
93_15,minor_road,0,35.10695892942068,-2.0523582448605415,2500.24048288838,54325.36069790861
93_16,minor_road,0,35.12562463400961,-2.05844598351661,2500.3246174652904,55045.0873949005
93_17,minor_road,0,35.13483182946697,-2.052867501773835,96.6422057877627,56169.45628352943
95_1,minor_road,0,34.92663224468031,-2.563341607510567,2500.6339576495348,17772.797318417604
95_2,minor_road,0,34.940009874667076,-2.5802764204109767,2500.5979501794195,20167.999337818346
95_3,minor_road,0,34.947686308628164,-2.60111975192056,2501.2805616141986,22479.825548711186
95_4,minor_road,0,34.94709126244902,-2.61221455463346,60.235425072865155,23401.326263530944
