segment_ID,sparse_open_grassland,dense_closed_grassland,sparse_open_shrubland,dense_closed_shrubland,woodland,forest,water,bare_ground,grassland,shrubland
1_1,62.7968366996072,22.82245810179799,1.40806796881066,3.901718075843789,9.07091915393917,0,0,0,85.61929480140519,5.309786044654449
1_2,30.037719164927722,53.09283335866267,0.276330878594029,9.047625626925651,6.66896942398829,0.876521546900258,0,0,83.1305525235904,9.32395650551968
1_3,6.56991665343041,65.13767092177179,1.50475251001078,12.41866673354467,12.670016134290941,1.69897704695107,0,0,71.7075875752022,13.92341924355545
10_1,4.62801953769645,78.02590627665181,2.00250312891114,11.246081938706588,4.0974891180347,0,0,0,82.65392581434826,13.248585067617729
10_2,4.26623088518573,95.7337691148115,0,0,0,0,0,0,99.99999999999723,0
10_3,25.2389287830961,74.76107121690528,0,0,0,0,0,0,100.00000000000138,0
10_4,26.71225520031488,73.28774479968429,0,0,0,0,0,0,99.99999999999918,0
10_5,14.03293409862535,85.05468741359856,0,0.912378487774128,0,0,0,0,99.0876215122239,0.912378487774128
10_6,2.491618724390549,96.59782293779199,0,0.910558337817143,0,0,0,0,99.08944166218254,0.910558337817143
10_7,11.679535879549793,88.32046412044883,0,0,0,0,0,0,99.99999999999862,0
102_18,13.6860718923549,58.29801342801158,1.43674191141933,0,26.5791727682152,0,0,0,71.984085320366475,1.43674191141933
102_19,27.252270930431756,52.457801883089175,3.05960535845593,0,17.2303218280229,0,0,0,79.71007281352092,3.05960535845593
102_20,24.99068808820246,43.04586426957342,0,0,31.9634476422235,0,0,0,68.03655235777589,0
102_21,4.1686808891491705,31.822137018693223,0,0,64.0091820921563,0,0,0,35.99081790784239,0
102_22,40.88425386767891,20.612812601762762,6.00614854758499,0,32.4967849829728,0,0,0,61.49706646944167,6.00614854758499
102_23,35.34582076964255,16.161822180817886,3.65114189483432,0.24805825510311,44.5931568996034,0,0,0,51.507642950460436,3.89920014993743
102_24,22.90173213086232,32.80697697466223,7.94792595773733,4.307753295233059,32.0356116415045,0,0,0,55.70870910552455,12.255679252970388
102_25,52.37208533612426,34.17714545429483,6.11318467916319,4.68935502086577,2.64822950955142,0,0,0,86.54923079041909,10.80253970002896
102_26,55.6528618526242,39.29079421785619,1.72091561642023,0,3.33542831310024,0,0,0,94.94365607048039,1.72091561642023
102_27,43.07255823186906,47.66576230809995,2.04666269631198,0,7.21501676371976,0,0,0,90.73832053996901,2.04666269631198
102_28,19.008514976990448,51.9689162005023,20.0810162859272,0.377800435393645,8.56375210118774,0,0,0,70.97743117749275,20.458816721320844
102_29,42.01807809959479,43.840218259983025,13.7558905393115,0.385813101110591,0,0,0,0,85.85829635957782,14.14170364042209
102_30,57.1616685307506,40.35900628646718,1.76307568553341,0,0.716249497247949,0,0,0,97.52067481721778,1.76307568553341
102_31,31.22864494138506,62.4004809455664,0.248194385842992,0,6.12267972720678,0,0,0,93.62912588695146,0.248194385842992
102_32,36.938653763298,43.19203703090018,0,4.774964372120763,15.0670025077607,0.027342325920525,0,0,80.13069079419819,4.774964372120763
102_33,3.702915102009212,34.200600607243395,0,16.0247653705126,44.0934757240742,1.97824319615965,0,0,37.90351570925261,16.0247653705126
102_34,10.079548469839004,33.19006500972873,0,3.5514881478860802,49.5209954891198,3.65790288342473,0,0,43.26961347956773,3.5514881478860802
102_35,2.9165563790365288,51.6008249514738,0,3.9050092641609373,37.0660181754018,4.51159122992764,0,0,54.517381330510325,3.9050092641609373
102_36,9.10891362594259,48.834626964615964,0.364886887826976,7.033947462917425,29.7483633952987,4.90926166339805,0,0,57.943540590558555,7.3988343507444005
102_37,22.1733243993703,45.87341897805308,0.358461483313618,3.13515928098142,28.4596358582806,0,0,0,68.04674337742338,3.4936207642950383
102_38,16.693860143900828,53.06497544332656,0,4.760004952606304,25.4811594601657,0,0,0,69.7588355872274,4.760004952606304
102_39,5.34775250753291,49.04528005943752,0.340391574139046,9.078025893975004,36.188549964915,0,0,0,54.39303256697043,9.41841746811405
102_40,29.5908946853513,44.75824342386345,0.330701500558059,2.67344604742811,22.6467143428,0,0,0,74.34913810921475,3.004147547986169
103_2,16.15440608054355,64.42633773649906,2.31688118225267,0,16.945508715107,0.156866285598208,0,0,80.58074381704262,2.31688118225267
104_1,26.5493904280328,40.247440626683904,0,0,33.2031689452831,0,0,0,66.7968310547167,0
