segment_ID,unclassified,bare_ground,water,clouds,sparse_grassland,open_grassland,dense_grassland,closed_grassland,sparse_shrubbed_grassland,open_shrubbed_grassland,dense_shrubbed_grassland,closed_shrubbed_grassland,open_treed_grassland,dense_treed_grassland,closed_treed_grassland,dense_shrubland,open_grassed_shrubland,dense_grassed_shrubland,closed_grassed_shrubland,open_treed_shrubland,dense_treed_shrubland,closed_treed_shrubland,dense_forest,open_grassed_woodland,dense_grassed_woodland,closed_grassed_woodland,dense_shrubbed_forest,closed_shrubbed_forest
1_1,0,0,0,0,0,11.0971651692245,5.0151503074407104,9.64814687995743,0,0,0.824818886747101,0,48.8304681158733,4.88918776614082,0,0,1.25738009140704,0.138087277895595,3.65179103690075,0,0,0.283584117044124,0,13.6559336552379,0,0.247995769814121,0.460290926318649,0
1_2,0,0,0,0,0,6.60085131136626,3.90518114138367,37.632325221081,0,0,0.302042140471969,0,21.5529440718635,5.83757963564766,0,0,0.76439035031295,0,6.11736015169224,0,0,0.721880715728006,0,15.2060318934126,0,0.520519288746693,0.838894078296035,0
1_3,0,0,0,0,0,7.9465628713887,8.47572484930212,46.8922304634013,0,0,0.13282608352483,0,3.11025015954915,2.22816318890845,0,0,1.94097470441122,0,7.07067745812823,0,0,1.39027640905022,0,19.1508602123859,0,0.65826712701015,1.00318647293753,0
10_1,0,0,0,0,0,3.17968232327592,0.338149572884351,76.7425746681654,0,0,1.15224242723225,4.12988710782328,1.04270259543252,0.941795892648723,0,0,0.997855171973052,1.6369309562704,0,0,6.56431737176158,1.02027888370278,0,1.68177837972987,0,0.571804649108153,0,0
10_2,0,0,0,0,0,8.36511350592326,0.304242680901807,88.0598678271629,0,0,0,3.19354515161985,0.0772308343827663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_3,0,0,0,0,0,22.7237955475063,5.60263884490313,69.7722680416966,0,0,0,0.384608522273618,1.51668904361945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_4,0,0,0,0,0,29.0549352638161,4.77315884727831,58.6687456494513,0,0,0,0.172072950020883,7.33108728943334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_5,0,0,0,0,0,10.9065463218614,1.33195208283923,67.990638522576,0,0,0,8.7638553893382,10.5035821523345,0.134246808282133,0,0,0,0.369178722775866,0,0,0,0,0,0,0,0,0,0
10_6,0,0,0,0,0,0.978160847657507,0.658882178465497,58.1046974949037,0,0,0,39.0745050566415,0.681217167566023,0.134009934603152,0,0,0,0.368527320158668,0,0,0,0,0,0,0,0,0,0
10_7,0,0,0,0,0,8.29381900107625,7.91340857353918,38.9359683423431,0,0,0,44.219806598624,0.636997484418707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
