segment_ID,road_importance,nbr_carcasses,long_midpoint,lat_midpoint,length,dist_from_center,distance_water_km,distance_amenity_km
25_6,minor_road,0,34.31804942262515,-2.1583809187942102,2499.738397433062,64193.91305522805,3.06229536277211,4.90911481936205
25_7,minor_road,0,34.33931706087143,-2.1633586322715166,2499.8899552721527,61871.05823641928,2.8450694671517,5.92676376517754
25_8,minor_road,0,34.35857529563167,-2.1689352303483442,2500.249170961187,59713.42968294051,1.85832405645827,6.119519342933151
25_9,minor_road,0,34.379083184085594,-2.174855177838941,2499.8345203436843,57422.992059507575,1.0339273719045199,4.2038875901136095
25_10,minor_road,0,34.40088569072663,-2.1749803434807915,2499.8045070945773,55367.01824790099,1.2393913706586699,2.39610444801122
27_1,minor_road,0,34.900955925807644,-2.670574236593151,2499.3199267271684,26637.710294099525,1.1644401401970998,10.1803807269718
28_1,minor_road,0,34.82052575789792,-2.54717543727672,2499.4337600358845,11266.547681524058,0.443328007207402,4.80045115258248
28_2,minor_road,0,34.830132633424476,-2.531196024465523,2501.232673092963,9576.183368125718,0.12204165521537,5.65626137942957
31_1,minor_road,0,34.78088297986471,-2.6259845154073695,2500.473785252074,20463.714660703907,0.5647260310359831,3.18891155260271
31_2,minor_road,0,34.79889490368527,-2.624734867273313,2499.4909732767596,20014.029585647997,0.344880882876312,4.58770426733023
31_3,minor_road,0,34.81730756318518,-2.617848374223051,2500.4087891378076,19131.34452065389,0.0793624530322177,5.97410724383259
31_4,minor_road,0,34.81398950653758,-2.5982308661897235,2500.9751310772613,16953.931182017826,2.29294895474357,5.19015614885077
31_5,minor_road,0,34.80531345547284,-2.5783830836634998,2344.577797773137,14808.11314570137,2.08644019697717,4.54451324892765
32_1,minor_road,0,34.81985007408802,-2.5069522540176417,2500.884002928611,6788.402874902325,0.0861978711031158,4.98723127878423
34_1,major_road,1,34.80682959321492,-2.3879426734092895,2501.0352045926575,6586.133172492084,1.30532616209905,2.17326501022001
34_2,major_road,0,34.79325621767715,-2.3708155743103503,2500.279794382677,8819.021905795655,0.735365200865194,1.2927008412100298
34_3,major_road,0,34.77653721620832,-2.3558445046575547,2500.2572756421646,11056.793959937264,0.750911068250679,2.2361519236177
34_4,major_road,0,34.757874441141304,-2.343831361794424,2499.7908597122073,13208.379703678009,0.597656643327416,1.47165649307951
34_5,major_road,0,34.73705693772502,-2.3360315112418326,2500.1191891724075,15212.95842070373,0.362816118525569,3.15775843855954
34_6,major_road,0,34.72314639492295,-2.3184214267872667,2500.4053447029805,17709.20819445039,1.5075092689612,4.61938877976082
34_7,major_road,1,34.7056420942016,-2.3055331236617467,2500.6168361994983,20035.301960912493,1.0153896469055599,5.79400242105761
34_8,major_road,0,34.690669594867266,-2.2897270308402558,2500.1140058129336,22450.64838525806,0.69883643000074,7.31250281496374
34_9,major_road,0,34.67404162669856,-2.275310038683432,2500.6620638415307,24866.9028777511,0.591691417275415,9.37028967863262
34_10,major_road,0,34.66217580468225,-2.257335843855777,2500.7886538080375,27248.681058157872,0.192469767070492,8.80686741393578
34_11,major_road,0,34.64463288045595,-2.248553477984305,2499.8747546358572,29258.750592892276,0.741309791205,8.57132189553364
34_12,major_road,0,34.62597657782515,-2.259858547446676,2500.274058629675,29779.102922868657,1.41716952763383,6.753671356189161
34_13,major_road,0,34.60846301384648,-2.2738418159687743,2499.952014088458,30196.49531069542,0.38158900209055,4.3942243676497
34_14,major_road,0,34.58710284519294,-2.2792797047940807,2499.6553894509902,31709.931901547712,0.622540297535266,1.94287135094527
34_15,major_road,0,34.56625292190832,-2.27601985993807,2499.8891858714687,33819.43675984472,0.48929725558942405,0.866066049414339
34_16,major_road,0,34.546089431560766,-2.275083627889001,2499.715735833164,35755.6891256159,0.749943460500986,2.6329799013789796
34_17,major_road,0,34.52387493813998,-2.2754602166650906,2499.5428819823524,37849.466442813595,1.77201281632105,5.01090459660115
34_18,major_road,0,34.50169306739198,-2.2789725951408144,2499.5975175320264,39818.93594228923,0.25769471685126305,7.4135511865124
34_19,major_road,0,34.48008584540134,-2.285133966962816,2499.6355684679374,41659.68333843709,1.7914279274632,9.80051710541528
34_20,major_road,0,34.460397982511225,-2.2827099116794245,2500.2426332579425,43758.431971537284,0.367852220013667,11.989344671486
34_21,major_road,0,34.445563192702735,-2.267153112211664,2500.634055452763,45987.50984504085,0.9175557530479761,12.813988661196198
34_22,major_road,0,34.43223174676077,-2.2500357810700007,2500.2785920634096,48161.30329297396,0.897038524699205,10.5995942959889
34_23,major_road,0,34.410030447615725,-2.250224047670486,2499.602851295513,50366.196490225644,1.9353592524982601,10.3957836632535
34_24,major_road,0,34.38784260655894,-2.252846332532981,2499.6896000026095,52481.62099815749,3.3181430397020097,11.0317763224239
34_25,major_road,0,34.367587768930754,-2.2586387885337555,2500.1936716582513,54293.51624561416,4.718932810325501,12.3836796235089
34_26,major_road,0,34.34940177504407,-2.24598826656535,2499.943688723352,56704.65888678407,2.6835973847601,12.1523850996184
34_27,major_road,0,34.329370427044246,-2.235805628789153,2499.9837037245725,59199.225096998714,1.34783693801769,12.7481940731217
34_28,major_road,0,34.31000656195731,-2.2244403662039054,2500.124465374292,61678.672946409584,0.26723551057884,10.8053470554862
34_29,major_road,0,34.291037593006955,-2.2127633084103957,2500.3636059391615,64133.455624781964,0.15194930357102002,8.33535446420653
35_1,minor_road,0,34.858553760962806,-2.461722514694472,2290.2187555227442,4809.820978146572,1.85671214675345,0.672653958148904
43_1,minor_road,0,34.90100204165319,-2.4657533096316997,2499.591573054357,9460.018110722534,1.0605437776689701,4.61169913490389
44_1,minor_road,0,34.92836700134094,-2.5024683191200463,2500.3070247807696,13763.75069002957,1.0954469394083501,6.417622487615881
44_2,minor_road,0,34.947521985111884,-2.512489671347763,2500.0731317747354,16168.387363772565,0.921993435414691,7.12181984596608
50_1,minor_road,0,34.912364276743226,-2.549411697387525,2500.1649392978456,15557.573050534053,0.0947400853075213,11.8745680590041
51_1,minor_road,0,34.820138991269765,-2.4998329971344644,2501.101490071548,5997.214333993812,0.156227404049686,4.704486277054699
51_2,minor_road,0,34.82873798528799,-2.5200019736387462,2501.086843966512,8320.60018442913,0.115470208201867,5.71419861155469
51_3,minor_road,0,34.83245123455486,-2.541450752532804,2500.8213964358515,10742.816622863613,0.21836358202673,5.959133643158459
51_4,minor_road,0,34.845703480212016,-2.5571405456121448,2499.8023496975356,12743.550210411018,0.119319463909505,7.80744016116559
52_1,minor_road,3,34.8202300856111,-2.429485262668871,2500.3328233055413,1850.2649387504036,1.4768935862006498,0.51109985776101
52_2,minor_road,0,34.84081609017262,-2.428903455163509,2499.5777847455765,3146.969102357029,2.72836856411394,1.26805824309803
52_3,minor_road,0,34.86013389552061,-2.4200903969113883,2499.8751140106765,5476.04348698741,0.37566449819784903,0.144031869938102
53_1,minor_road,0,34.62188188758018,-2.2533632626133207,2499.6975467315388,30610.015775707143,0.79199238702872,6.67851391383442
53_2,minor_road,0,34.60034428418407,-2.2567886759131075,2499.6097094835313,32111.658084603016,0.367484458883527,4.5145976986429295
53_3,minor_road,0,34.578255481458356,-2.258177254994508,2500.244196955692,33908.87476993851,0.429032936346,3.01185206049346
54_1,minor_road,0,34.566111024450706,-2.2820183861783208,2151.4824224396966,33463.60126271395,0.0425769469317574,0.287667938403819
55_1,minor_road,0,34.62386212531436,-2.417313870360404,2500.533742310227,21856.845022046462,0.49966717354560897,0.695629973807834
55_2,minor_road,0,34.61479127575296,-2.4003733395994273,2500.2837248821356,23194.18614897104,0.7200211380301701,0.740600675064177
61_1,minor_road,0,35.164418167394665,-1.9966300707888947,2500.4396926240893,63125.1198756027,0.255257653788759,0.346224695408939
61_2,minor_road,0,35.17982910013229,-1.9955696729936443,2500.6550775391756,64277.15459826097,0.113575235727986,1.2413199213104298
61_3,minor_road,0,35.1977102139331,-2.006334921505523,2500.5426933527197,64627.735320056185,0.49898951301328404,0.427783160179392
61_4,minor_road,0,35.21013157920881,-2.021203751520197,2500.635672540178,64311.659761148985,0.151966548467412,1.8595155183819299
61_5,minor_road,0,35.195483506222374,-2.035993864222881,2500.8574485563686,61996.6603876859,0.0281131425639122,0.8392197340839951
61_6,minor_road,0,35.18230533894252,-2.0483298241856183,2500.3198393056914,59993.71456513646,0.059121924602838806,1.16966323028262
61_7,minor_road,0,35.16273052567115,-2.046219022700091,2500.727579762788,58724.03886043333,0.0449484266371726,3.13572335947508
65_1,minor_road,0,34.791796084504355,-2.7561682083138828,2499.762116743401,34654.06353214274,2.7582368877317798,1.45569363826922
65_2,minor_road,0,34.80605969078107,-2.7401250339982495,2500.3172823923346,32770.983661124264,2.36408078481266,3.14630243133492
65_3,minor_road,0,34.80181948960422,-2.724483399034325,2499.9148113402634,31055.560638123345,2.29942998663901,3.7428523645453002
65_4,minor_road,0,34.78602965045758,-2.710956250064313,2408.9471173147326,29712.938617493655,2.73175542628929,3.9097728416804096
66_1,minor_road,0,34.76454240283233,-2.7757377565022967,2500.1948884044805,37190.360569527016,1.82911654126124,1.1986364559111
66_2,minor_road,0,34.749686141246976,-2.779398091155685,2500.38715847711,37890.304714603524,0.243802265393013,1.80963665617425
66_3,minor_road,0,34.745694141543666,-2.7596346449275098,2501.2930296319637,35835.41119657864,0.31392110580224897,1.5452610277947698
66_4,minor_road,0,34.746583459428486,-2.738765862075137,2500.9291814406483,33552.458203365495,0.14606984005260698,2.6093917408798903
66_5,minor_road,0,34.75493423327097,-2.719804351913011,2500.5895587492087,31284.041976267574,0.112653987082214,3.43352205889803
66_6,minor_road,0,34.7659488292695,-2.7014440668434565,2500.692176910681,29026.1422801171,0.30902648002216,4.8347575175884
66_7,minor_road,0,34.77706198316937,-2.682984917037074,2401.8342376227374,26777.158879434264,0.44205564908197104,5.0161943715498
67_1,minor_road,0,34.78754675807539,-2.6495675986971343,2501.1965787613135,22918.21156485591,0.542874489044148,5.71839044066549
67_2,minor_road,0,34.78202675792698,-2.6706600829831406,2501.372573597048,25332.79861408895,0.541818558242569,5.29444781749831
67_3,minor_road,0,34.781188957516605,-2.6929996640291103,2501.3402690578787,27804.422339994202,1.25174693630339,5.73612484335826
67_4,minor_road,1,34.77667928436277,-2.7144268603211845,2501.3408879970902,30238.01799891853,2.04832699241207,3.31007603930709
67_5,minor_road,0,34.77773462824243,-2.736864421623778,2501.262772640761,32692.192235225753,1.3752676355313198,0.88803658573436
67_6,minor_road,0,34.780548757842375,-2.75412960604806,2500.380691600492,34557.40577173122,1.49917932824598,0.360412151399927
67_7,minor_road,0,34.76748416971379,-2.767208587829272,2368.603956027232,36201.07652619023,1.99332916702242,0.892851889552649
68_1,major_road,0,34.73348674107062,-2.1914912267235342,2500.2631539691133,29859.273421054957,0.6061020379763541,0.992320525173903
68_2,major_road,1,34.74963125557303,-2.2067871838464614,2500.6061230434548,27701.06785356999,0.802895231688143,1.2861943270181901
68_3,major_road,1,34.764585193214444,-2.222978183963886,2500.389255266839,25533.851957984698,0.608717364175708,1.75732633107217
68_4,major_road,1,34.780382316395624,-2.238565271952139,2500.789988594386,23472.055222339815,0.814190421972195,4.05830988635642
68_5,major_road,0,34.794262584182114,-2.256092685671628,2500.2661775814067,21307.46626153507,0.939981704788669,4.28948534854971
68_6,major_road,0,34.81394850718582,-2.2643478239555286,2499.755812890966,20226.18454963329,0.8809181583654769,3.70364267393112
68_7,major_road,1,34.830309152799785,-2.2752234722306586,2501.1475304857822,19056.851886521796,1.14390352749269,4.03240056444981
68_8,major_road,0,34.83167908079196,-2.2972371667770015,2501.006810960989,16626.211148159688,0.0656388868907015,3.5931026446639898
68_9,major_road,0,34.841513764826516,-2.3146026249347718,2500.8770267551363,14852.745382808715,0.160843490370301,3.02408872273681
68_10,major_road,1,34.8420534578136,-2.3339432871634567,2501.055883737656,12750.42622084942,1.04438613121216,0.931429110213308
68_11,major_road,0,34.831551318037945,-2.3534142376393103,2500.8527107584728,10410.880673808364,1.29658320214777,1.36172627021629
68_12,major_road,3,34.82230854779761,-2.3736039969194627,2501.26409778561,8070.595822178712,0.650268157371678,1.83494819216177
68_13,major_road,2,34.813372686575626,-2.3938811189615503,2501.0033631324873,5826.446406711574,0.6390810707146689,1.95585799752856
68_14,major_road,4,34.804835692162136,-2.4144245452276425,2501.1247799927282,3818.6808402210017,0.809872509757318,0.947533496338603
68_15,major_road,2,34.80635392120349,-2.4339852038066203,2500.462597767044,1882.5863505732207,0.7086605473299631,0.63882355777132
68_16,major_road,3,34.81575880753387,-2.4490878529883933,2501.2134096901937,444.0003919353664,1.65028001408872,0.398043510118564
68_17,major_road,2,34.821871869066975,-2.470409775676929,2501.4015365177524,2747.5301612097264,1.55479903481209,1.43558240398783
68_18,major_road,1,34.82927854504795,-2.4906353154682512,2500.88651037555,5118.205250729882,0.171657682878282,3.80422394589154
68_19,major_road,4,34.837616153823056,-2.5105314502638283,2500.905018928158,7499.672465630027,1.29980073947623,6.1907901732054
68_20,major_road,1,34.84752140367306,-2.530238312036814,2500.956282011002,9926.365299124267,1.77119605250321,7.5930070025238905
68_21,major_road,3,34.857173599061305,-2.5504549121069964,2500.7281559780886,12407.440945268176,1.0874596903198401,8.8407369709644
68_22,major_road,1,34.87076406691333,-2.5680944675077733,2500.853251034144,14792.937587517114,0.920028193624385,10.8425986650126
68_23,major_road,0,34.87979326309817,-2.588581619400226,2501.0623982961815,17284.728102419947,0.18378268707908602,12.5533793745879
68_24,major_road,2,34.88909732811035,-2.6090270972722993,2501.0192833861033,19784.425606181474,0.11116207655367501,13.5962778217014
68_25,major_road,0,34.896527462687146,-2.629994948356758,2500.94260190587,22255.20738579316,0.718810253275174,13.9466424302937
68_26,major_road,1,34.90648090816473,-2.6497899361269415,2501.225489349989,24716.63299591945,0.887737699565258,12.4622175880811
68_27,major_road,0,34.91245641628802,-2.671401583334828,2500.690550424808,27190.73882854017,1.60792472213412,10.8832910026708
68_28,major_road,2,34.926204152441386,-2.688402285303487,2500.6688269714487,29533.96517530817,0.708377346527976,10.6962668306576
68_29,major_road,0,34.93747695474145,-2.7078282892444245,2500.865407915964,32020.36359309164,0.552320705595454,9.95739099784318
68_30,major_road,2,34.947851528771395,-2.7276446701844144,2500.767054362265,34506.25228914853,2.91312894020675,7.46812131732069
68_31,major_road,1,34.95900220969373,-2.747147261097796,2501.0117253752414,36997.34201423884,5.3852295775122405,4.97227409368129
68_32,major_road,2,34.96781340256166,-2.7675835778653175,2500.8791363053947,39473.240285268395,7.82037519072583,2.49937969747773
68_33,major_road,0,34.97711990381119,-2.7879254070609556,2500.868772404865,41962.86521579419,10.294015036775699,0.147010279983032
68_34,major_road,5,34.986811837987084,-2.8081881114484575,2500.9436950859163,44462.54677843485,10.3092657232909,2.4451136519800998
68_35,major_road,0,34.99450656728389,-2.829025855990368,2500.3015296275635,46927.094629266256,9.057247308056091,0.214554144752008
68_36,major_road,0,35.012496541258095,-2.8408183254927497,2499.282153208458,48971.72034896455,9.854057586155879,1.29830734627369
68_37,major_road,1,35.03197658481283,-2.851980396856136,2499.10471545641,51061.28983924478,11.017562242874599,3.75009161809015
68_38,major_road,0,35.05218529913373,-2.861535877371319,2498.8255060280926,53069.60916660759,9.23000051359994,6.2091259744664
68_39,major_road,0,35.07262663422001,-2.8708701257272,2499.0731937823057,55109.02809838219,7.85706196372641,8.60565177317945
68_40,major_road,0,35.09168822942401,-2.8826349975444536,2499.1306833285744,57332.30659405012,6.82159738079345,7.620855670224031
68_41,major_road,0,35.11100466747337,-2.894116238768276,2499.0829374471627,59565.83338303371,6.6547332938167,7.15259390302909
68_42,major_road,0,35.129548493137754,-2.9048320327006745,2278.36943033947,61700.96820963611,7.3562165546829,7.46819627528639
70_1,minor_road,0,34.73251814208213,-2.344888639562055,2500.950187161344,14752.72548864881,0.020202434498658398,2.95890033431179
70_2,minor_road,0,34.72329690547966,-2.36468681575828,2501.340733934507,13910.646316856413,0.752528541767499,3.04035959109724
70_3,minor_road,0,34.71508485392893,-2.3803097027342313,2499.9779037752032,13608.050731284964,0.542498610223507,1.39996443400492
72_1,minor_road,0,34.801326877465584,-2.439867999169496,2500.848348149628,2004.4056787182149,0.106870202696214,0.919180715436093
72_2,minor_road,0,34.80747373915549,-2.422181405715541,2500.480462122102,2910.0368456938836,0.068484210200756,1.40969074761921
72_3,minor_road,0,34.81716373069061,-2.403462949608596,2501.0207226546413,4735.847365279342,0.104582048352078,1.67262685940805
73_1,minor_road,0,34.76144556241375,-2.36328740232513,2500.3526921765415,11167.422343405895,0.40863518637801505,0.882455792598584
73_2,minor_road,0,34.75925091906493,-2.3785781088247715,2501.182189760405,9970.528444012027,0.104674268742001,2.40945081975204
73_3,minor_road,0,34.76567818432794,-2.399585427747173,2501.3134810397464,7804.27138870202,1.7726073695857598,4.04158754257132
74_1,minor_road,0,34.80350635330218,-2.3512748726432497,2500.5096059736493,10670.966105508618,1.40109783097518,1.47628402614685
75_1,minor_road,0,34.76980537887986,-2.4813651509609973,2500.6449185657766,6675.7105820419365,3.96272206562579,1.20939086096193
75_2,minor_road,0,34.763236476779056,-2.461611147183696,2500.9766771291343,6363.411952956871,3.8201065218488903,1.80389144014663
75_3,minor_road,0,34.76093832670805,-2.440999087087697,2501.0452285092592,6401.0553347490195,1.65759198858161,1.89518601691915
77_1,minor_road,1,34.974749345310286,-2.5453912763575706,2499.625983311518,20622.110762757657,1.17042330427795,7.2030071466423
77_2,minor_road,0,34.99545431775643,-2.5528348471395805,2500.0438000871613,23016.053541077803,1.46159884818887,7.17985693028372
77_3,minor_road,0,35.009125676952316,-2.5703665048819184,2500.0063640471894,25341.608127150655,0.11650320625288,9.01297575448485
77_4,minor_road,0,35.02770531868312,-2.5818226890876597,2499.5733330384614,27768.985844548217,1.22381243233882,8.800133665581539
77_5,minor_road,0,35.04900006554058,-2.585557029190164,2499.0769897005985,29996.431586629278,0.9541917284548761,6.9794937726334005
77_6,minor_road,0,35.07078110729968,-2.582177097371375,2499.1066855943877,31912.638910346457,2.85788319249784,4.95296350571771
77_7,minor_road,0,35.09195664777999,-2.575832399083715,2499.4615955703744,33694.43776202827,2.8768751518838998,3.2110020237206798
77_8,minor_road,0,35.11192715932772,-2.568738025949384,2499.4148328092333,35401.222296555155,1.7478833255786501,2.71774305318475
77_9,minor_road,0,35.131072346256836,-2.5678101720020883,2500.0839469179696,37336.82803371519,0.31359608093152297,4.18153449532436
77_10,minor_road,0,35.144872972837696,-2.5853276715147686,2500.2714307613774,39494.942592185354,0.120948858596324,2.7728487694744497
77_11,minor_road,0,35.15761287326703,-2.6022821848685127,2500.9851774347594,41555.67502496084,0.200112120760835,0.708155606772749
77_12,minor_road,0,35.15856045944494,-2.623011354028644,2500.7214677988572,42666.56449901536,0.168996002670289,1.7077649686729302
77_13,minor_road,0,35.174254556215814,-2.6377311513484702,2500.0571998274677,44975.864367041526,1.4413254829923101,3.93336964211802
82_1,minor_road,0,34.89608844442711,-2.5505216747322303,2500.951244691692,14501.484282378984,0.46642210985445304,11.2275723616091
82_2,minor_road,1,34.908870975301404,-2.568194962836923,2500.1309271655446,16928.49148207527,0.0680798579617256,13.5836745402255
87_1,minor_road,0,34.813533505472336,-2.3730012693978417,2500.4822227016907,8142.308594332672,0.23741874088884798,1.13177650808554
87_2,minor_road,0,34.80030664349104,-2.362946766383907,2500.3393948402604,9458.022634426075,0.241496267926361,0.751451047813641
87_3,minor_road,0,34.78496062918084,-2.3538618256938166,2500.813520896338,10904.6183482867,0.23599868374806499,2.70179918071271
87_4,minor_road,0,34.78496798415823,-2.3336804802137374,2500.6630263147354,13039.665175348693,0.137413400531152,1.11498067917932
87_5,minor_road,0,34.79043511550509,-2.320357386028594,2500.8082143258284,14324.184031377303,0.192007799650398,1.6586421137013798
89_1,minor_road,3,34.82459652821579,-2.441809045546205,2500.2943832243527,843.2428289655666,2.70082466358128,0.106201572634757
90_1,minor_road,0,34.962158115567426,-2.2999174017540667,2500.050230172081,22814.910904168024,0.351388830911861,5.685149990439021
90_2,minor_road,0,34.9415342921486,-2.30286878186156,2499.7396075555803,21018.706743644027,0.410171965565861,3.43363064870948
92_1,minor_road,0,34.887704127826034,-2.138800433256336,2499.867616550764,35057.49439373433,0.303210444129402,7.9103712637156
