segment_ID,sparse_open_grassland,dense_closed_grassland,sparse_open_shrubland,dense_closed_shrubland,woodland,forest,water,bare_ground,grassland,shrubland
1_1,59.9276332850978,20.37730384028606,1.25738009140704,4.073462431840468,13.903929425052022,0.460290926318649,0,0,80.30493712538386,5.330842523247508
1_2,28.15379538322976,47.677128138584294,0.76439035031295,6.839240867420246,15.726551182159293,0.838894078296035,0,0,75.83092352181406,7.603631217733196
1_3,11.05681303093785,57.7289445851367,1.94097470441122,8.46095386717845,19.80912733939605,1.00318647293753,0,0,68.78575761607455,10.40192857158967
10_1,4.22238491870844,83.30464966875401,0.997855171973052,9.22152721173476,2.253583028838023,0,0,0,87.52703458746245,10.219382383707812
10_2,8.442344340306025,91.55765565968456,0,0,0,0,0,0,99.99999999999058,0
10_3,24.24048459112575,75.75951540887336,0,0,0,0,0,0,99.9999999999991,0
10_4,36.38602255324944,63.613977446750496,0,0,0,0,0,0,99.99999999999994,0
10_5,21.4101284741959,78.22069280303556,0,0.369178722775866,0,0,0,0,99.63082127723146,0.369178722775866
10_6,1.65937801522353,97.97209466461385,0,0.368527320158668,0,0,0,0,99.63147267983737,0.368527320158668
10_7,8.930816485494956,91.06918351450628,0,0,0,0,0,0,100.00000000000124,0
102_18,10.453217027589941,61.60290555818488,1.20845212666124,0,26.7354252875619,0,0,0,72.05612258577482,1.20845212666124
102_19,24.902857897700905,50.54725343369871,1.83593255858472,0,22.7139561100178,0,0,0,75.45011133139961,1.83593255858472
102_20,23.00653157298783,44.24780932938478,0.408962366760931,0,32.3366967308671,0,0,0,67.2543409023726,0.408962366760931
102_21,7.46743422925721,42.83061779782204,0.429855892207774,0,49.2720920807182,0,0,0,50.29805202707925,0.429855892207774
102_22,29.42518344912271,37.08021539577645,3.24734242906167,0.109148740269524,30.1381099857703,0,0,0,66.50539884489916,3.356491169331194
102_23,40.082799353654465,15.044631414721014,4.0118125592021,0.222878475511227,40.6378781969163,0,0,0,55.127430768375476,4.234691034713327
102_24,32.86123869171976,29.88771050800353,6.15003479471118,3.962811412665261,27.1382045929031,0,0,0,62.74894919972329,10.11284620737644
102_25,50.48225171110912,38.37382361328985,3.64457079709114,3.32529766148583,4.17405621702556,0,0,0,88.85607532439897,6.96986845857697
102_26,57.1104097290001,39.90332963324448,1.41539504009915,0,1.57086559765334,0,0,0,97.01373936224458,1.41539504009915
102_27,41.26318957876977,47.31392451631298,3.1630463258697,0,8.2598395790483,0,0,0,88.57711409508275,3.1630463258697
102_28,26.859509657748966,53.230838832466006,11.672761958249,0.439373577858157,7.79751597367552,0,0,0,80.09034849021498,12.112135536107157
102_29,44.38316872836035,46.08452631543677,8.64875345581285,0.484510269099321,0.399041231289022,0,0,0,90.46769504379712,9.13326372491217
102_30,47.52854168082675,51.06763211285962,1.1141477827902,0,0.289678423525453,0,0,0,98.59617379368638,1.1141477827902
102_31,35.38408866346721,60.218090006177405,0.100368687645953,0,4.29745264270752,0,0,0,95.60217866964462,0.100368687645953
102_32,27.98527297041721,45.454372506558,0,5.408154700955131,20.3772402486585,0.774959573408535,0,0,73.43964547697522,5.408154700955131
102_33,6.457779413360299,36.72219568750757,0,10.656627968237265,42.5581678890693,3.60522904183077,0,0,43.17997510086787,10.656627968237265
102_34,10.817993875025032,39.893958994644535,0,4.346742011983839,41.926896109107105,3.01440900923666,0,0,50.71195286966957,4.346742011983839
102_35,5.4008279805236,45.799721479213694,0.0417000694629499,4.478855054349453,38.976965729007865,5.30192968743899,0,0,51.200549459737296,4.520555123812403
102_36,12.39584568272672,55.961597394490845,0.495578823987312,4.809720547675577,22.963832028864946,3.37342552225353,0,0,68.35744307721757,5.30529937166289
102_37,24.0728492359118,43.75937094298135,0.525107982311681,3.24874253397002,28.3868906233593,0.00703868146502893,0,0,67.83222017889315,3.7738505162817013
102_38,23.29568347405627,46.580904531560364,0,2.077902708430257,28.0455092859499,0,0,0,69.87658800561664,2.077902708430257
